Time,Time Code,Country Name,Country Code,Adequacy of social insurance programs (% of total welfare of beneficiary households) [per_si_allsi.adq_pop_tot],Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD],"Contraceptive prevalence, any method (% of married women ages 15-49) [SP.DYN.CONU.ZS]",Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],CPIA gender equality rating (1=low to 6=high) [IQ.CPA.GNDR.XQ],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",Income share held by lowest 20% [SI.DST.FRST.20],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Literacy rate, youth (ages 15-24), gender parity index (GPI) [SE.ADT.1524.LT.FM.ZS]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","School enrollment, tertiary (gross), gender parity index (GPI) [SE.ENR.TERT.FM.ZS]"
2003,YR2003,Italy,ITA,..,28035.7015408644,..,..,..,1.29,43781.2199783421,6.7,79.9829268292683,..,4.8,0.2,0.980289995670319,1.2501300573349
2003,YR2003,Japan,JPN,..,25978.0335865006,..,..,..,1.29,36784.881375075,..,81.76,..,4,..,..,..
2003,YR2003,"Korea, Rep.",KOR,..,16735.5540584331,84.5,..,..,1.191,26260.3675377452,..,77.2146341463415,..,6.4,..,1.00964999198914,0.620729982852936
2003,YR2003,Mexico,MEX,..,7236.19665869934,74.5,..,..,2.579,18634.8964558406,..,74.274,..,24.8,0.3,1.00969004631042,0.934729993343353
2003,YR2003,Netherlands,NLD,..,33861.7558798826,75,..,..,1.75,47806.8844286609,..,78.4926829268293,..,5.7,0.1,0.981230020523071,1.07597994804382
2003,YR2003,Russian Federation,RUS,..,4449.5185546875,..,..,..,1.319,17434.80859375,6.1,65.0275609756098,..,16.1,..,0.999210000038147,1.23237001895905
2003,YR2003,Saudi Arabia,SAU,..,11342.7149644502,..,..,..,3.502,40163.9611677465,..,73.628,..,18.5,..,..,1.40190994739532
2003,YR2003,Spain,ESP,..,21731.2846949554,..,..,..,1.3,36749.5276570597,7.2,79.619512195122,..,5,0.4,1.02864003181458,1.16041994094849
2003,YR2003,Switzerland,CHE,..,61559.2025808743,..,..,..,1.39,58793.1482985086,..,80.5365853658537,..,5.3,0.2,0.969969987869263,0.801090002059937
2003,YR2003,Turkiye,TUR,..,..,71,..,..,2.231,15488.1102122939,..,72.89,..,30.3,..,0.822210013866425,0.756749987602234
2003,YR2003,United Kingdom,GBR,..,34972.1867300733,84,..,..,1.7,41095.1071999006,7.3,78.4463414634146,..,6.2,..,1.01961004734039,1.22834002971649
2003,YR2003,United States,USA,..,42297.2686048059,..,..,..,2.0475,51497.7346884645,5.2,77.0365853658537,..,8.1,..,..,..
2003,YR2003,Afghanistan,AFG,..,..,10.3,..,..,7.22,1292.33343722938,..,57.344,..,117,0.1,0.544260025024414,0.265920013189316
2003,YR2003,Albania,ALB,..,2196.53602816351,..,..,..,1.978,7153.98114870525,..,76.142,..,22.9,0.1,..,1.36431002616882
2003,YR2003,Algeria,DZA,..,2279.60212321263,..,..,..,2.481,9835.16170946118,..,71.287,..,36.9,0.1,0.990549981594086,..
2003,YR2003,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2003,YR2003,Andorra,AND,..,..,..,..,..,..,..,..,..,..,6.5,..,..,0.986190021038055
2003,YR2003,Angola,AGO,..,1673.35110267343,..,..,..,6.533,5217.39051918638,..,49.617,..,184.2,1.4,..,..
2003,YR2003,Antigua and Barbuda,ATG,..,..,..,..,..,1.887,20330.7326376568,..,75.478,..,14.1,..,..,..
2003,YR2003,Armenia,ARM,..,1739.81265812542,..,..,..,1.534,5698.77847656251,8.7,71.436,..,26.4,..,..,1.21092998981476
2003,YR2003,Aruba,ABW,..,..,..,..,..,1.747,39115.3823702548,..,73.752,..,..,..,0.97706001996994,1.31610000133514
2003,YR2003,Austria,AUT,..,33563.1003761816,..,..,..,1.38,47633.1140009916,8.5,78.6317073170732,..,5.2,..,0.96341997385025,..
2003,YR2003,Azerbaijan,AZE,..,..,..,..,..,1.9,5180.68645770222,10.2,66.756,..,59.8,0.1,..,..
2003,YR2003,"Bahamas, The",BHS,..,34842.4914327923,..,..,..,1.921,36944.5171631828,..,72.402,..,16.8,2,..,..
2003,YR2003,Bahrain,BHR,..,12967.1206770877,..,..,..,2.727,47504.5573094864,..,76.337,..,11.3,0.1,1.07104003429413,1.4951399564743
2003,YR2003,Bangladesh,BGD,..,681.540366055449,..,..,..,3.002,2451.99022708859,..,66.824,..,72.3,0.1,..,0.470719993114471
2003,YR2003,Barbados,BRB,..,..,..,..,..,1.797,15424.5963566145,..,74.472,..,15.7,0.8,0.994340002536774,..
2003,YR2003,Belarus,BLR,..,1966.49204066667,..,..,..,1.232,9660.19311285561,8.6,68.5536585365854,..,10.1,0.1,..,1.26531004905701
2003,YR2003,Belgium,BEL,..,31804.7671289478,..,..,..,1.67,44160.9114292454,8.5,78.1292682926829,..,5.3,..,1.05752003192902,1.14858996868134
2003,YR2003,Belize,BLZ,..,4883.66682988578,..,..,..,3.321,9566.36368954138,..,68.909,..,21.7,1.4,0.99796998500824,1.34297001361847
2003,YR2003,Benin,BEN,39.4935881074589,772.346401961661,..,6.62698090721438,..,5.77,2532.99827251271,7,56.738,..,127.4,1.4,0.67315000295639,..
2003,YR2003,Bermuda,BMU,..,..,..,..,..,1.8,88727.3112693061,..,79.345,..,..,..,1.08097994327545,..
2003,YR2003,Bhutan,BTN,..,1203.89504703422,..,..,..,2.916,5186.71244604326,6.5,64.696,..,64.9,0.2,..,..
2003,YR2003,Bolivia,BOL,..,1765.07967858287,58.4,..,..,3.721,5387.58177415191,..,63.635,0.97185081243515,63.5,0.3,0.973890006542206,..
2003,YR2003,Bosnia and Herzegovina,BIH,..,2441.9773408619,..,..,..,1.22,7618.83013521411,..,75.782,..,9.2,..,..,..
2003,YR2003,Botswana,BWA,..,2461.71036753494,..,..,..,3.11,12054.7229956143,..,50.947,1.036749958992,73.1,25.4,1.01072001457214,0.936900019645691
2003,YR2003,British Virgin Islands,VGB,..,..,..,..,..,1.306,..,..,73.986,..,15.5,..,0.996580004692078,..
2003,YR2003,Brunei Darussalam,BRN,..,17686.0691895399,..,..,..,2.154,71331.7527275359,..,74.561,..,9.7,..,0.97886997461319,1.51707005500793
2003,YR2003,Bulgaria,BGR,..,3599.69789929014,..,..,..,1.26,12768.6664511593,..,72.0658536585366,..,15.2,0.1,0.978460013866425,1.15926003456116
2003,YR2003,Burkina Faso,BFA,..,407.71666529359,13.8,..,..,6.28,1385.45504828434,5.8,51.793,0.646449983119965,165,1.6,0.737219989299774,0.293660014867783
2003,YR2003,Burundi,BDI,..,105.934210748585,..,..,..,6.785,810.552335241984,..,50.857,..,138.1,2.7,0.797299981117249,..
2003,YR2003,Cabo Verde,CPV,..,..,..,..,..,3.151,4553.41532727334,..,71.429,..,29.7,0.6,1.01043999195099,1.1557799577713
2003,YR2003,Cambodia,KHM,..,474.681428440761,..,..,..,3.442,1761.42110246825,..,62.523,..,78.2,1.2,0.860019981861115,..
2003,YR2003,Cameroon,CMR,..,922.908255490558,..,..,..,5.463,3116.15282017843,..,53.883,..,134.6,4.9,0.848169982433319,0.634029984474182
2003,YR2003,Canada,CAN,..,30933.2261217047,..,..,..,1.55,42791.0946777734,7,79.7151219512195,..,6.2,..,..,..
2003,YR2003,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2003,YR2003,Central African Republic,CAF,..,..,..,..,..,5.852,962.86483675182,..,45.76,..,157.3,6.9,..,..
2003,YR2003,Chad,TCD,..,..,..,..,..,7.179,1133.06546734895,6.3,48.206,..,174.3,2,0.601369976997375,0.114289999008179
2003,YR2003,Channel Islands,CHI,..,..,..,..,..,1.497,..,..,79.618,..,..,..,..,..
2003,YR2003,Chile,CHL,..,6442.69327111082,..,..,..,1.873,16636.6537886325,4,77.387,1.00510001182556,9.5,0.2,0.992900013923645,0.944050014019012
2003,YR2003,Colombia,COL,..,3157.47914482182,..,..,..,2.395,9453.32590063046,3.5,72.361,1.01610004901886,22.8,0.4,..,..
2003,YR2003,Comoros,COM,..,1049.47706779166,..,..,..,5.149,2881.96070660931,..,59.258,..,89.7,0.1,0.826889991760254,0.696399986743927
2003,YR2003,"Congo, Dem. Rep.",COD,..,168.766669852187,..,..,..,6.64,708.028771092759,..,52.827,..,146.5,1.6,..,..
2003,YR2003,"Congo, Rep.",COG,..,484.46384311373,..,..,..,4.7,4461.2029556713,..,55.948,..,100,3.9,0.858039975166321,0.403290003538132
2003,YR2003,Costa Rica,CRI,..,7130.06126539751,..,..,..,2.137,13333.2165533298,3.7,78.072,..,11.8,0.2,..,..
2003,YR2003,Cote d'Ivoire,CIV,..,..,..,..,..,5.642,3467.56166009519,..,50.954,..,133,5.8,..,..
2003,YR2003,Croatia,HRV,..,7981.20140317453,..,..,..,1.41,21933.1159073465,..,74.6139024390244,..,7.3,0.1,1.00875997543335,1.16092002391815
2003,YR2003,Cuba,CUB,..,3845.99278410815,..,..,..,1.589,..,..,76.773,..,7.9,0.2,0.971340000629425,1.26398003101349
2003,YR2003,Curacao,CUW,..,..,..,..,..,2.241,29035.6513154614,..,73.353512195122,..,..,..,..,..
2003,YR2003,Cyprus,CYP,..,20265.630859375,..,..,..,1.509,35219.62890625,..,77.788,..,5.3,0.1,1.01032996177673,1.02338004112244
2003,YR2003,Czechia,CZE,..,10347.4951915293,..,..,..,1.18,27239.5506747567,..,75.1707317073171,..,4.8,..,1.01259994506836,1.06667995452881
2003,YR2003,Denmark,DNK,..,38555.3713461364,..,..,..,1.76,49262.6449732556,9.8,77.1439024390244,..,5.2,0.1,..,1.28944003582001
2003,YR2003,Djibouti,DJI,..,..,..,..,..,4.247,..,..,57.595,..,93.4,3.4,..,0.693319976329803
2003,YR2003,Dominica,DMA,..,..,..,..,..,2.169,10070.0042883003,..,71.438,..,18.4,..,1.05834996700287,..
2003,YR2003,Dominican Republic,DOM,..,3789.11187399809,..,..,..,2.721,9351.32395116499,3.8,70.265,1.02279996871948,37.5,1.4,..,1.36392998695374
2003,YR2003,Ecuador,ECU,..,3343.14614005877,..,..,..,2.911,8670.21073976421,3.3,73.975,1.021399974823,25.5,0.3,1.00785005092621,..
2003,YR2003,"Egypt, Arab Rep.",EGY,..,2269.52547961691,60,..,..,3.261,8088.21640231251,..,68.402,..,39.5,0.1,0.950519979000092,0.876049995422363
2003,YR2003,El Salvador,SLV,..,2919.39116674023,67.3,..,..,2.675,6684.78267128282,2.8,70.14,1.00059998035431,28,0.6,0.966759979724884,1.08200001716614
2003,YR2003,Equatorial Guinea,GNQ,..,..,..,..,..,5.675,19081.9262331196,..,54.581,..,142.4,4,..,..
2003,YR2003,Eritrea,ERI,..,..,..,..,..,5.143,..,..,59.409,..,73.9,1.3,0.758149981498718,..
2003,YR2003,Estonia,EST,..,8884.1558819327,..,..,..,1.37,22049.6827903416,6.1,71.3170731707317,..,8.5,..,1.02349996566772,1.40968000888824
2003,YR2003,Eswatini,SWZ,..,2148.28688239397,..,..,..,3.757,5805.16183891255,..,43.349,..,118.4,25,0.944549977779388,..
2003,YR2003,Ethiopia,ETH,..,..,..,..,..,6.24,708.53266368312,..,52.533,..,121.7,2.1,0.69989001750946,0.345800012350082
2003,YR2003,Faroe Islands,FRO,..,..,..,..,..,2.54,..,..,78.9439024390244,..,..,..,..,..
2003,YR2003,Fiji,FJI,..,..,..,..,..,2.956,9619.74647786218,..,66.177,..,22.7,0.1,1.0307400226593,1.15539002418518
2003,YR2003,Finland,FIN,..,34110.4154675775,..,..,..,1.76,42168.6934671901,9.4,78.3682926829268,..,4,..,1.05271005630493,1.16857004165649
2003,YR2003,French Polynesia,PYF,..,..,..,..,..,2.266,..,..,79.703,..,..,..,..,..
2003,YR2003,Gabon,GAB,..,3042.76268438926,..,..,..,4.299,15379.622091738,..,61.671,..,78.8,5.3,..,0.577289998531342
2003,YR2003,"Gambia, The",GMB,..,..,..,..,..,5.699,2089.62102955405,4.8,57.586,..,100.2,1.8,..,..
2003,YR2003,Georgia,GEO,..,..,..,..,..,1.55,6230.82190884126,6.3,70.333,..,28.9,0.1,1.041100025177,0.879869997501373
2003,YR2003,Ghana,GHA,..,..,25.2,..,..,4.627,2901.10787290517,..,59.111,0.86174350976944,88.9,2.5,0.915970027446747,..
2003,YR2003,Gibraltar,GIB,..,..,..,..,..,1.659,..,..,79.694,..,..,..,..,..
2003,YR2003,Greece,GRC,..,..,..,..,..,1.29,32981.2088290864,7.2,78.8414634146341,..,5.2,0.1,0.994270026683807,1.11927998065948
2003,YR2003,Greenland,GRL,..,..,..,..,..,2.372,..,..,68.0224390243903,..,..,..,..,..
2003,YR2003,Grenada,GRD,..,..,..,..,..,2.409,12183.9655187295,..,73.188,..,15.2,..,0.98470002412796,..
2003,YR2003,Guam,GUM,..,..,..,..,..,2.782,..,..,76.504,..,..,..,..,..
2003,YR2003,Guatemala,GTM,..,2829.58789894649,..,..,..,4.25,6612.66987730145,..,68.797,..,46.2,0.6,..,..
2003,YR2003,Guinea,GIN,..,..,..,..,..,5.737,1767.79103886493,..,53.678,0.572950005531311,147,1.7,0.670920014381409,..
2003,YR2003,Guinea-Bissau,GNB,..,369.825047177345,..,..,..,5.566,1600.67090793725,..,51.405,..,157.6,3.7,..,..
2003,YR2003,Guyana,GUY,..,..,..,..,..,2.924,7847.31170119423,..,64.6,..,43.3,1,..,..
2003,YR2003,Haiti,HTI,..,1202.79167652341,..,..,..,4.038,2957.70169157129,..,59.507,0.976189970970154,94.4,2.5,..,..
2003,YR2003,Honduras,HND,..,1653.59186463548,..,..,..,3.815,4179.42286445425,2.3,69.507,..,32.8,0.8,..,1.32146000862122
2003,YR2003,"Hong Kong SAR, China",HKG,..,..,..,..,..,0.901,37885.5806834656,..,81.3780487804878,..,..,..,..,0.996490001678467
2003,YR2003,Hungary,HUN,..,8213.87605489838,..,..,..,1.27,22196.3769666499,..,72.3,..,8.4,..,0.995679974555969,1.27191996574402
2003,YR2003,Iceland,ISL,..,..,..,..,..,1.99,43095.3490701631,9.5,80.9634146341464,..,3.4,0.1,1.02354001998901,1.44684994220734
2003,YR2003,"Iran, Islamic Rep.",IRN,..,4343.47297717379,..,..,..,1.824,12785.9301387295,..,69.823,..,30,0.1,0.945330023765564,1.03280997276306
2003,YR2003,Iraq,IRQ,..,..,..,..,..,4.615,4726.97404754069,..,65.643,..,41.8,..,0.812219977378845,..
2003,YR2003,Ireland,IRL,..,32417.3947150462,..,..,..,1.96,52985.0183189948,7.7,78.1390243902439,..,6,0.1,1.03082001209259,1.22009003162384
2003,YR2003,Isle of Man,IMN,..,..,..,..,..,1.767,..,..,76.096,..,..,..,..,..
2003,YR2003,Israel,ISR,..,22058.6163905272,..,..,..,2.95,29114.0400636533,5.2,79.6487804878049,..,6.1,..,0.987760007381439,1.23660004138947
2003,YR2003,Jamaica,JAM,..,..,69.1,..,..,2.13,10027.3687060882,..,70.806,..,19.6,1.4,1.01672005653381,..
2003,YR2003,Jordan,JOR,..,..,..,..,..,3.838,9636.58920516317,..,72.573,0.995819985866547,24.6,..,1.02219998836517,1.07571995258331
2003,YR2003,Kazakhstan,KAZ,..,2985.53593957867,..,..,..,2.03,13973.077738007,7.5,65.74,..,35.2,0.1,..,..
2003,YR2003,Kenya,KEN,..,829.735745615105,39.3,..,..,4.907,3241.67466546986,..,55.601,..,85.3,7.6,0.964600026607513,..
2003,YR2003,Kiribati,KIR,..,..,..,..,..,3.744,2027.59342460983,..,64.954,..,64.6,..,1.07272005081177,..
2003,YR2003,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,1.914,..,..,69.546,..,38.9,..,..,..
2003,YR2003,Kosovo,XKX,..,..,..,..,..,2.28,..,9,74.968,..,37,..,..,..
2003,YR2003,Kuwait,KWT,..,..,..,..,..,2.691,64811.1819556851,..,76.985,..,12.2,..,1.06288003921509,1.57107996940613
2003,YR2003,Kyrgyz Republic,KGZ,..,..,..,..,..,2.5,3370.43019920369,9.3,68.2560975609756,..,42.9,0.1,1.00292003154755,1.12207996845245
2003,YR2003,Lao PDR,LAO,..,677.118890566043,..,..,..,3.911,3181.05497616036,..,60.031,..,94.9,0.1,0.821150004863739,0.559639990329742
2003,YR2003,Latvia,LVA,..,6233.75078804979,..,..,..,1.32,16593.9519250726,..,71.2658536585366,..,11.9,0.3,0.984839975833893,1.40116000175476
2003,YR2003,Lebanon,LBN,..,4361.88123244352,..,..,..,2.345,13500.1240834513,..,75.593,..,16.8,0.1,..,1.1863499879837
2003,YR2003,Lesotho,LSO,..,..,..,..,..,3.635,1874.34797299099,..,44.53,..,113.4,22.7,1.03954005241394,1.34704995155334
2003,YR2003,Liberia,LBR,..,..,..,..,..,5.547,1207.72603202828,..,53.042,..,151,2.4,..,..
2003,YR2003,Libya,LBY,..,..,44.5,..,..,2.857,27744.8808475887,..,71.132,..,25.5,0.1,1.01807999610901,1.09113001823425
2003,YR2003,Liechtenstein,LIE,..,..,..,..,..,1.36,..,..,79.9609756097561,..,..,..,0.924030005931854,0.377640008926392
2003,YR2003,Lithuania,LTU,..,6635.71932368694,..,..,..,1.26,17839.8230335727,..,72.0609756097561,..,9.6,0.1,0.978839993476868,1.35544002056122
2003,YR2003,Luxembourg,LUX,..,59295.4963821863,..,..,..,1.62,104743.000088458,8.3,77.7268292682927,..,3.8,0.1,1.02567994594574,1.15309000015259
2003,YR2003,"Macao SAR, China",MAC,..,..,..,..,..,0.792,59037.4244833709,..,81.501,..,..,..,0.959890007972717,0.547049999237061
2003,YR2003,Madagascar,MDG,..,383.22076658614,..,..,..,5.172,1463.56792177065,..,59.491,..,92.2,0.1,..,0.846750020980835
2003,YR2003,Malawi,MWI,..,..,..,..,..,5.942,1059.53592386583,..,48.79,..,131.8,13.6,..,..
2003,YR2003,Malaysia,MYS,..,4448.77945298023,..,..,..,2.526,16723.9230746506,4.6,73.796,..,8.5,0.4,1.05480003356934,1.3049099445343
2003,YR2003,Maldives,MDV,..,..,..,..,..,2.344,15110.9161955768,..,74.06,..,27.2,..,1.01912999153137,1.57737004756927
2003,YR2003,Mali,MLI,..,508.046094611289,..,..,..,6.782,1873.98891491984,..,52.893,..,169.2,1.6,0.712300002574921,..
2003,YR2003,Malta,MLT,..,..,..,..,..,1.48,28414.811308036,..,78.5463414634146,..,7,..,0.990649998188019,1.28306996822357
2003,YR2003,Marshall Islands,MHL,..,..,..,..,..,4.292,3416.0891123173,..,63.745,..,41.8,..,1.04790997505188,..
2003,YR2003,Mauritania,MRT,..,1193.71861691833,..,..,..,5.229,4192.37708908512,..,61.347,..,83.1,0.6,0.96603000164032,0.274619996547699
2003,YR2003,Mauritius,MUS,..,..,..,..,..,1.87,13333.9021017293,..,72.1170731707317,..,16,1.1,0.994960010051727,0.928810000419617
2003,YR2003,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,3.82,3441.81622246098,..,70.76,..,36.3,..,..,..
2003,YR2003,Moldova,MDA,..,1431.07543697813,..,..,..,1.48,6147.04631775485,7.6,67.419,..,23.1,0.3,..,1.2411299943924
2003,YR2003,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,4.7,..,..,..
2003,YR2003,Mongolia,MNG,..,..,69,..,..,2.051,4972.25762526747,..,64.208,..,49.2,0.1,1.08103001117706,1.41085004806519
2003,YR2003,Montenegro,MNE,..,..,..,..,..,1.861,12955.5790946256,..,73.9317317073171,0.999019980430603,12.2,0.1,1.0135600566864,1.2971099615097
2003,YR2003,Morocco,MAR,..,1979.45043945313,..,..,..,2.632,5443.77490234375,..,67.915,..,45.9,0.1,0.879809975624084,0.778320014476776
2003,YR2003,Mozambique,MOZ,..,..,16.5,..,..,5.733,763.434456639415,..,50.87,0.672919988632202,145.4,..,..,0.454670011997223
2003,YR2003,Myanmar,MMR,..,..,..,..,..,2.704,1492.13165478404,..,60.98,..,82,0.8,0.967809975147247,..
2003,YR2003,Namibia,NAM,..,2710.97665452603,..,..,..,3.619,7046.14751020338,3,51.083,..,74,14.3,1.00881004333496,1.10280001163483
2003,YR2003,Nauru,NRU,..,..,..,..,..,3.5,..,..,58.095,..,39.4,..,0.923640012741089,..
2003,YR2003,Nepal,NPL,..,560.322763658347,..,..,..,3.457,2107.64096533508,6.5,64.197,..,66.4,0.2,0.812870025634766,0.322970002889633
2003,YR2003,New Caledonia,NCL,..,..,..,..,..,2.27,..,..,75.2707317073171,..,..,..,..,..
2003,YR2003,New Zealand,NZL,..,25706.5868071933,..,..,..,1.93,35553.6312985402,..,79.1463414634146,..,6.9,0.1,1.05522000789642,..
2003,YR2003,Nicaragua,NIC,..,1259.66101865244,..,..,..,2.874,4019.74597286503,..,67.217,..,33.3,0.2,..,..
2003,YR2003,Niger,NER,..,424.403065803882,..,..,..,7.654,941.969753092274,..,51.434,..,195,0.6,0.668110013008118,0.392800003290176
2003,YR2003,Nigeria,NGA,..,..,12.6,..,..,6.116,3585.99460318292,5.7,48.441,0.774489998817444,165.8,1.9,..,0.679939985275269
2003,YR2003,North Macedonia,MKD,..,2475.01204100323,..,..,..,1.744,10280.5308022601,..,73.2414634146342,..,14.4,..,0.977190017700195,1.2540899515152
2003,YR2003,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2003,YR2003,Norway,NOR,..,48871.9038447889,..,..,..,1.8,59059.5709499163,9.5,79.390243902439,..,4.4,0.1,1.00978994369507,1.34927999973297
2003,YR2003,Oman,OMN,..,9069.47919890707,..,..,..,3.346,36256.346383465,..,74.14,0.98769998550415,13.7,0.1,0.960330009460449,0.743990004062653
2003,YR2003,Pakistan,PAK,..,831.668024083023,32.1,..,..,4.88,3461.5150758948,..,62.843,..,100.5,0.1,..,0.80119001865387
2003,YR2003,Palau,PLW,..,..,..,..,..,..,14076.1795218742,..,..,..,26.9,..,..,..
2003,YR2003,Panama,PAN,..,..,..,..,..,2.679,15343.8096134243,2.5,75.218,..,24.2,..,..,1.37150001525879
2003,YR2003,Papua New Guinea,PNG,..,..,..,..,..,4.362,2808.15726699255,..,61.797,..,67.6,0.5,..,..
2003,YR2003,Paraguay,PRY,..,3341.27889563324,..,..,..,3.21,8773.13852976157,3.4,70.297,1.00160002708435,31.5,0.2,0.990320026874542,1.27838003635406
2003,YR2003,Peru,PER,..,2757.67688993469,..,..,..,2.661,6799.44966546457,3.6,72.217,0.983500003814697,30.2,0.3,0.982940018177032,1.05638003349304
2003,YR2003,Philippines,PHL,..,1984.89792941324,48.9,..,..,3.604,4703.66642129814,5.2,69.924,1.03109002113342,35.6,0.1,1.02481997013092,1.2152099609375
2003,YR2003,Poland,POL,..,6454.17646546842,..,..,..,1.22,17324.2161873998,..,74.5975609756098,..,8.1,..,0.975730001926422,1.2948499917984
2003,YR2003,Portugal,PRT,..,15316.3320336001,..,..,..,1.44,30422.6020285721,6.2,77.219512195122,..,5.5,0.5,1.0174800157547,..
2003,YR2003,Puerto Rico,PRI,..,..,..,..,..,1.7624,32206.464885645,..,76.874,..,..,..,..,..
2003,YR2003,Qatar,QAT,..,..,..,..,..,2.906,79140.6293267828,..,75.565,..,11.2,0.1,0.944350004196167,1.75901997089386
2003,YR2003,Romania,ROU,..,3441.55444093931,..,..,..,1.3,14417.6822888206,..,71.309756097561,..,19.8,0.1,1.01096999645233,1.19177997112274
2003,YR2003,Rwanda,RWA,..,308.75558104935,..,..,..,5.674,1008.70959764653,..,53.368,..,133.2,4,0.980130016803741,0.540279984474182
2003,YR2003,Samoa,WSM,..,..,..,..,..,4.4,4891.87027267791,..,71.496,..,19.7,..,1.06092000007629,..
2003,YR2003,San Marino,SMR,..,..,..,..,..,..,78286.9016408165,..,..,..,4.4,..,..,..
2003,YR2003,Sao Tome and Principe,STP,..,..,..,..,..,5.049,2556.57781704206,..,63.166,..,65.9,2,0.990610003471375,..
2003,YR2003,Senegal,SEN,..,922.420679091607,..,..,..,5.252,2685.81519927389,..,59.122,..,107,0.8,..,..
2003,YR2003,Serbia,SRB,..,..,..,..,..,1.59,10614.3287812873,..,72.4365853658537,0.999230027198792,10.5,0.1,1.02382004261017,1.23360002040863
2003,YR2003,Seychelles,SYC,..,8191.22065737169,..,..,..,2.06,18897.6292471757,..,71.0292682926829,..,13.9,..,1.02968001365662,..
2003,YR2003,Sierra Leone,SLE,..,350.382724326146,..,..,..,6.087,1161.02108011562,6.6,46.963,..,209,1.8,..,..
2003,YR2003,Singapore,SGP,..,..,..,..,..,1.27,58877.6131395405,..,79.0390243902439,..,3.2,0.2,..,..
2003,YR2003,Sint Maarten (Dutch part),SXM,..,..,..,..,..,1.723,..,..,74.148,..,..,..,..,..
2003,YR2003,Slovak Republic,SVK,..,7786.54945073565,..,..,..,1.2,17886.3593018151,..,73.6048780487805,..,8.8,0.1,1.00174999237061,1.15178000926971
2003,YR2003,Slovenia,SVN,..,14680.5255978438,..,..,..,1.2,28805.3851190536,..,76.8585365853659,..,4.7,0.1,0.992070019245148,1.26332998275757
2003,YR2003,Solomon Islands,SLB,..,1533.28810297209,..,..,..,4.572,1888.73067305997,..,67.644,..,29.8,..,..,..
2003,YR2003,Somalia,SOM,..,..,..,..,..,7.547,..,..,50.614,..,172.9,0.3,..,..
2003,YR2003,South Africa,ZAF,..,4148.65032749269,..,..,..,2.358,11308.883210532,..,54.331,..,76.5,13.7,1.00902998447418,..
2003,YR2003,South Sudan,SSD,..,..,..,..,..,6.851,..,..,50.253,..,155.5,2,..,..
2003,YR2003,Sri Lanka,LKA,..,..,..,..,..,2.276,6492.17550824474,..,71.373,..,15.1,0.1,..,..
2003,YR2003,St. Kitts and Nevis,KNA,..,..,..,..,..,2.004,19701.3877031851,..,70.768,..,20.7,..,1.10880994796753,..
2003,YR2003,St. Lucia,LCA,..,..,..,..,..,1.826,12671.6910745671,..,71.771,..,18.3,..,1.0338100194931,..
2003,YR2003,St. Martin (French part),MAF,..,..,..,..,..,2.666,..,..,77.206,..,..,..,..,..
2003,YR2003,St. Vincent and the Grenadines,VCT,..,..,..,..,..,2.14,10021.0848542544,..,72.352,..,21.8,..,1.00863003730774,..
2003,YR2003,Sudan,SDN,..,..,..,..,..,5.172,4467.1220703125,..,58.2,..,94.4,0.2,0.874180018901825,1.19841003417969
2003,YR2003,Suriname,SUR,..,..,..,..,..,2.811,13910.3401899194,..,65.596,..,28.4,1.2,..,..
2003,YR2003,Sweden,SWE,..,37258.5021102754,..,..,..,1.71,42678.2841388566,9.3,80.0951219512195,..,3.9,..,1.10784995555878,1.34925997257233
2003,YR2003,Syrian Arab Republic,SYR,67.6289922976003,..,..,8.19379853906782,..,3.899,..,7.2,72.414,..,20.7,0.1,0.946950018405914,0.879869997501373
2003,YR2003,Tajikistan,TJK,..,..,..,..,..,3.606,1663.22323213716,7.9,65.552,..,65.6,0.1,0.88102000951767,0.421490013599396
2003,YR2003,Tanzania,TZA,..,515.148559570313,..,..,..,5.605,1532.28283691406,..,54.895,..,106.7,6.5,..,0.424639999866486
2003,YR2003,Thailand,THA,..,..,..,..,..,1.568,11220.683300897,..,73.155,..,18.9,1.9,..,1.13320994377136
2003,YR2003,Timor-Leste,TLS,..,..,10,..,..,5.951,2334.53275532681,..,60.871,..,96.4,0.1,..,..
2003,YR2003,Togo,TGO,..,539.590131036227,..,..,..,5.145,1785.15463370944,..,55.639,..,109.6,3.6,0.72189998626709,..
2003,YR2003,Tonga,TON,..,..,..,..,..,4.194,5256.21445983925,..,69.495,..,15.6,..,..,1.37437999248505
