Time,Time Code,Country Name,Country Code,Adequacy of social insurance programs (% of total welfare of beneficiary households) [per_si_allsi.adq_pop_tot],Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD],"Contraceptive prevalence, any method (% of married women ages 15-49) [SP.DYN.CONU.ZS]",Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],CPIA gender equality rating (1=low to 6=high) [IQ.CPA.GNDR.XQ],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",Income share held by lowest 20% [SI.DST.FRST.20],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Literacy rate, youth (ages 15-24), gender parity index (GPI) [SE.ADT.1524.LT.FM.ZS]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","School enrollment, primary and secondary (gross), gender parity index (GPI) [SE.ENR.PRSC.FM.ZS]","School enrollment, tertiary (gross), gender parity index (GPI) [SE.ENR.TERT.FM.ZS]"
1992,YR1992,Costa Rica,CRI,..,5765.01844534567,..,..,..,3.037,10416.1082978732,4,76.627,..,15.7,0.1,1.00123000144958,..
1992,YR1992,Cote d'Ivoire,CIV,..,..,..,..,..,6.456,4028.78799584392,6,52.138,..,154.1,5.6,..,..
1992,YR1992,Croatia,HRV,..,..,..,..,..,1.48,..,..,71.2414634146342,..,11.5,0.1,..,..
1992,YR1992,Cuba,CUB,..,3471.56713046626,..,..,..,1.561,..,..,74.162,..,12.3,0.1,1.07169997692108,1.31867003440857
1992,YR1992,Curacao,CUW,..,..,..,..,..,2.276,..,..,72.4180731707317,..,..,..,..,..
1992,YR1992,Cyprus,CYP,..,15935.40234375,..,..,..,2.461,26385.966796875,..,74.177,1.0008499622345,10.7,0.1,1.01303005218506,..
1992,YR1992,Czechia,CZE,..,..,..,..,..,1.71,20768.7814803122,11.7,72.2717073170732,..,11,..,1.07976996898651,0.829670011997223
1992,YR1992,Denmark,DNK,..,31219.8057426781,76.5,..,..,1.76,40108.8919453015,9.8,75.1941463414634,..,7.9,0.1,1.00922000408173,1.14032995700836
1992,YR1992,Djibouti,DJI,..,..,..,..,..,5.774,..,..,54.452,..,113.7,0.3,0.714789986610413,0.430159986019135
1992,YR1992,Dominica,DMA,..,..,..,..,..,3.281,8166.64689151473,..,70.282,..,16,..,..,1.23764002323151
1992,YR1992,Dominican Republic,DOM,..,2793.29463949714,..,..,..,3.287,6688.87043420566,4.3,68.084,..,54.8,0.7,..,..
1992,YR1992,Ecuador,ECU,..,3491.81000633351,..,..,..,3.591,8279.56827624721,..,70.117,..,48.8,0.1,..,..
1992,YR1992,"Egypt, Arab Rep.",EGY,..,1817.60698950734,47.1,..,..,4.253,6339.66888417392,..,65.031,..,77.4,0.1,0.855579972267151,..
1992,YR1992,El Salvador,SLV,..,2394.89879579237,..,..,..,3.815,5449.60071560775,..,64.657,1.00003004074097,53.7,0.2,0.999639987945557,..
1992,YR1992,Equatorial Guinea,GNQ,..,..,..,..,..,5.984,1159.73862159234,..,51.113,..,175.7,1.2,..,..
1992,YR1992,Eritrea,ERI,..,..,..,..,..,6.156,..,..,52.465,..,138.5,1.2,..,..
1992,YR1992,Estonia,EST,..,..,..,..,..,1.71,..,..,68.8634146341464,..,17.3,..,1.02500998973846,1.05131995677948
1992,YR1992,Eswatini,SWZ,..,1862.1297699815,..,..,..,4.949,4760.24751136186,..,61.735,..,68.6,3.8,..,0.704859972000122
1992,YR1992,Ethiopia,ETH,..,..,..,..,..,7.157,598.922751835545,..,46.901,..,190.6,2.4,0.759679973125458,..
1992,YR1992,Faroe Islands,FRO,..,..,..,..,..,2.524,..,..,76.6146341463415,..,..,..,..,..
1992,YR1992,Fiji,FJI,..,..,..,..,..,3.355,8078.59011542495,..,65.827,..,27,0.1,0.998250007629395,..
1992,YR1992,Finland,FIN,..,21933.7951042287,78.8,..,..,1.85,29648.7439434243,..,75.4553658536585,..,6.1,..,1.10609996318817,1.14020001888275
1992,YR1992,French Polynesia,PYF,..,..,..,..,..,3.15,..,..,74.419,..,..,..,1.05267000198364,1.07362997531891
1992,YR1992,Gabon,GAB,..,2627.02804787546,..,..,..,5.289,17109.4015608026,..,60.545,..,90.3,2,..,..
1992,YR1992,"Gambia, The",GMB,..,..,..,..,..,6.105,2047.02755975861,..,52.941,..,155.3,0.2,0.653550028800964,..
1992,YR1992,Georgia,GEO,..,..,..,..,..,2.134,4769.99652400785,..,67.783,..,47.2,0.1,0.974349975585938,..
1992,YR1992,Ghana,GHA,..,..,..,..,..,5.465,2391.98674931802,..,56.231,..,120.1,2,..,0.295520007610321
1992,YR1992,Gibraltar,GIB,..,..,..,..,..,2.484,..,..,75.559,..,..,..,..,..
1992,YR1992,Greece,GRC,..,..,..,..,..,1.36,24700.0235477878,..,77.3829268292683,..,9.4,0.1,0.992839992046356,1.00492000579834
1992,YR1992,Greenland,GRL,..,..,..,..,..,2.607,..,..,65.1960975609756,..,..,..,..,..
1992,YR1992,Grenada,GRD,..,..,..,..,..,3.323,8446.80035485758,..,71.291,..,20,..,..,..
1992,YR1992,Guam,GUM,..,..,..,..,..,3.034,..,..,72.718,..,..,..,..,..
1992,YR1992,Guatemala,GTM,..,2608.76053974345,..,..,..,5.314,5730.64595343889,..,62.913,..,73.5,0.2,..,..
1992,YR1992,Guinea,GIN,..,..,1.7,..,..,6.553,1485.42135545714,..,48.363,..,220.5,0.8,..,0.0692199990153313
1992,YR1992,Guinea-Bissau,GNB,..,..,..,..,..,6.402,2020.74183698318,..,47.92,..,214.1,0.7,..,..
1992,YR1992,Guyana,GUY,..,..,38.2,..,..,3.066,5522.39037208163,..,62.787,..,57.7,0.1,..,..
1992,YR1992,Haiti,HTI,..,867.640141727624,..,..,..,5.208,3349.66176212358,..,53.842,..,136.6,2.8,..,..
1992,YR1992,Honduras,HND,..,1409.45244664818,46.7,..,..,5.089,3793.71111916006,3.9,65.991,..,53.1,0.6,..,0.75042998790741
1992,YR1992,"Hong Kong SAR, China",HKG,..,..,86,..,..,1.347,31802.424271292,..,77.6780487804878,..,..,..,..,0.651870012283325
1992,YR1992,Hungary,HUN,..,..,..,..,..,1.77,15929.8252433306,..,69.1170731707317,..,15.8,..,1.00167000293732,1.0543999671936
1992,YR1992,Iceland,ISL,..,..,..,..,..,2.21,..,..,78.760243902439,..,6,0.1,..,1.31377005577087
1992,YR1992,"Iran, Islamic Rep.",IRN,..,..,64.6,..,..,4.082,10331.3291969634,..,66.776,..,51.9,0.1,0.851260006427765,..
1992,YR1992,Iraq,IRQ,..,..,..,..,..,5.72,3410.74050796603,..,66.708,..,51.9,..,..,..
1992,YR1992,Ireland,IRL,..,18020.4517188371,..,..,..,1.99,27746.6360091362,..,75.4150975609756,..,8.1,0.1,1.04193997383118,0.932609975337982
1992,YR1992,Isle of Man,IMN,..,..,..,..,..,1.826,..,..,73.078,..,..,..,..,..
1992,YR1992,Israel,ISR,..,..,..,..,..,2.7,..,6.9,76.5048780487805,..,10.5,..,1.02548003196716,..
1992,YR1992,Jamaica,JAM,..,..,..,..,..,2.952,9128.91176945706,..,72.189,..,26.5,1.4,..,..
1992,YR1992,Jordan,JOR,..,..,..,..,..,5.107,8500.0257962196,6,70.316,..,33.7,..,1.03830003738403,1.03161001205444
1992,YR1992,Kazakhstan,KAZ,..,..,..,..,..,2.5,11294.7365773477,..,67.4,..,51.8,0.1,..,..
1992,YR1992,Kenya,KEN,..,818.537670846472,..,..,..,5.746,3455.49133713816,3.4,57.259,..,107.6,7.5,..,..
1992,YR1992,Kiribati,KIR,..,..,..,..,..,4.527,1989.66423018072,..,61.893,..,84.7,..,1.02298998832703,..
1992,YR1992,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,2.292,..,..,70.824,..,54.8,..,..,..
1992,YR1992,Kosovo,XKX,..,..,..,..,..,2.871,..,..,71.487,..,91.3,..,..,..
1992,YR1992,Kuwait,KWT,..,..,..,..,..,3.068,41446.9637511501,..,75.691,..,14.8,..,0.993820011615753,1.48238003253937
1992,YR1992,Kyrgyz Republic,KGZ,..,..,..,..,..,3.52,3978.90991431131,..,68.1024390243903,..,64.8,0.1,1.02922999858856,..
1992,YR1992,Lao PDR,LAO,..,..,..,..,..,5.882,2019.39134484171,8.2,54.952,..,143.8,0.1,0.771309971809387,..
1992,YR1992,Latvia,LVA,..,..,..,..,..,1.73,..,..,68.3960975609756,..,19.5,0.1,1.01986002922058,1.13822996616364
1992,YR1992,Lebanon,LBN,..,3270.06127883231,..,..,..,3.081,9777.18321923945,..,71.192,..,29.3,0.1,..,0.947650015354156
1992,YR1992,Lesotho,LSO,..,..,..,..,..,4.522,1401.48628033891,..,58.555,..,84.1,4.6,1.20273995399475,1.12934005260468
1992,YR1992,Liberia,LBR,..,..,..,..,..,6.277,..,..,42.738,..,265,2.4,..,..
1992,YR1992,Libya,LBY,..,..,..,..,..,4.381,..,..,70.232,..,37.7,0.1,..,0.90132999420166
1992,YR1992,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1992,YR1992,Lithuania,LTU,..,..,..,..,..,1.97,..,..,70.2343902439025,..,18,0.1,..,1.24998998641968
1992,YR1992,Luxembourg,LUX,..,51459.3062603362,..,..,..,1.64,76323.3047532824,9.4,75.7707317073171,..,7.8,0.1,..,..
1992,YR1992,"Macao SAR, China",MAC,..,..,..,..,..,1.567,52888.7655049612,..,78.28,..,..,..,0.994270026683807,0.515160024166107
1992,YR1992,Madagascar,MDG,..,382.338855838729,16.7,..,..,6.08,1614.09341972613,..,53.039,..,145.7,0.1,..,..
1992,YR1992,Malawi,MWI,..,..,13,..,..,6.648,890.34426132214,..,43.413,..,230,10.7,..,0.3230299949646
1992,YR1992,Malaysia,MYS,..,2652.90712298635,..,..,..,3.381,11963.2662058669,4.7,71.526,..,15.1,0.2,1.0234500169754,..
1992,YR1992,Maldives,MDV,..,..,..,..,..,5.396,..,..,65.007,..,76.2,..,..,..
1992,YR1992,Mali,MLI,..,409.314391314233,..,..,..,7.181,1388.73085237522,..,47.496,..,222.9,1.4,0.572730004787445,0.162699997425079
1992,YR1992,Malta,MLT,..,..,..,..,..,2.07,17287.011212809,..,75.2771219512195,..,10.6,..,0.951669991016388,0.929539978504181
1992,YR1992,Marshall Islands,MHL,..,..,..,..,..,5.627,3514.77265860439,..,62.383,..,44.1,..,..,..
1992,YR1992,Mauritania,MRT,..,997.931754192453,..,..,..,6.044,4467.27380386549,..,60.261,..,114.3,0.2,0.725369989871979,0.177349999547005
1992,YR1992,Mauritius,MUS,..,..,..,..,..,2.37,8942.38328882993,..,70.0585365853659,..,21.2,0.1,..,..
1992,YR1992,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,4.82,3132.31228636244,..,67.832,..,46.9,..,..,..
1992,YR1992,Moldova,MDA,..,..,..,..,..,2.218,..,..,66.96,..,34.7,0.1,..,..
1992,YR1992,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,7.1,..,..,..
1992,YR1992,Mongolia,MNG,..,..,..,..,..,3.524,4027.7779786129,..,59.641,..,98.7,0.1,..,..
1992,YR1992,Montenegro,MNE,..,..,..,..,..,2.001,..,..,74.3653658536585,..,15.4,0.1,..,..
1992,YR1992,Morocco,MAR,..,1543.62231445313,41.5,..,..,3.806,4182.36669921875,..,63.401,..,74.1,0.1,0.704779982566834,0.592880010604858
1992,YR1992,Mozambique,MOZ,..,..,..,..,..,6.099,430.413543707623,..,44.949,..,238.4,..,0.71069997549057,0.371740013360977
1992,YR1992,Myanmar,MMR,..,..,..,..,..,3.363,652.923560441076,..,57.251,..,110.1,0.2,0.942569971084595,1.22405004501343
1992,YR1992,Namibia,NAM,..,2290.32695239476,28.9,..,..,5.067,6758.10270884875,..,61.545,..,69.9,3.9,1.03707003593445,..
1992,YR1992,Nauru,NRU,..,..,..,..,..,3.914,..,..,61.223,..,60.8,..,..,..
1992,YR1992,Nepal,NPL,..,..,24.1,..,..,5.044,1631.23071542212,..,56.71,..,124.6,0.1,0.611869990825653,..
1992,YR1992,New Caledonia,NCL,..,..,..,..,..,2.99,..,..,71.6146341463415,..,..,..,..,..
1992,YR1992,New Zealand,NZL,..,17779.5567406178,..,..,..,2.06,26395.4404047286,..,76.1243902439025,..,10,0.1,0.991089999675751,1.13767004013062
1992,YR1992,Nicaragua,NIC,..,..,..,..,..,4.267,3262.6549555649,..,64.266,..,60.6,0.1,..,0.995069980621338
1992,YR1992,Niger,NER,..,405.034895907297,4.4,..,..,7.795,1028.61622940074,7.5,42.947,..,316.6,0.3,0.545140027999878,..
1992,YR1992,Nigeria,NGA,..,..,..,..,..,6.391,3253.03391972717,4,45.668,..,208.1,1.4,..,..
1992,YR1992,North Macedonia,MKD,..,..,..,..,..,2.12,9867.33598805061,..,71.2440731707317,..,33,..,..,1.11582005023956
1992,YR1992,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1992,YR1992,Norway,NOR,..,33252.4993640031,..,..,..,1.88,44692.3609629448,..,77.1843902439025,..,7.2,0.1,1.0079699754715,1.1645200252533
1992,YR1992,Oman,OMN,..,..,..,..,..,6.045,31842.5573571713,..,70.656,..,32,0.1,0.911040008068085,1.26135003566742
1992,YR1992,Pakistan,PAK,..,958.721112108166,..,..,..,6.207,3238.02773777053,..,60.116,..,134.1,0.1,..,0.267820000648499
1992,YR1992,Palau,PLW,..,..,..,..,..,..,..,..,..,..,34.1,..,..,..
1992,YR1992,Panama,PAN,..,..,..,..,..,2.95,12731.4504803154,..,71.462,..,29.9,..,..,..
1992,YR1992,Papua New Guinea,PNG,..,..,..,..,..,5.033,3387.91799942021,..,60.218,..,81.8,0.1,0.820909976959229,..
1992,YR1992,Paraguay,PRY,..,..,..,..,..,4.368,8808.78439049477,..,68.395,0.994830012321472,42.3,0.1,..,..
1992,YR1992,Peru,PER,..,2178.4900003919,59,..,..,3.673,5110.73742048642,..,66.149,..,71.5,0.4,..,..
1992,YR1992,Philippines,PHL,..,1595.20088606705,..,..,..,4.242,4035.92811040698,..,67.088,..,50.4,0.1,..,1.30785000324249
1992,YR1992,Poland,POL,..,..,..,..,..,1.95,10662.0805170522,..,71.090243902439,..,16.4,..,1.00366997718811,1.26668000221252
1992,YR1992,Portugal,PRT,..,12684.3076272864,..,..,..,1.54,24930.4506344601,..,74.3121951219512,..,12.5,0.3,..,1.36286997795105
1992,YR1992,Puerto Rico,PRI,..,..,..,..,..,2.29,22791.5649195424,..,73.939,..,..,..,..,..
1992,YR1992,Qatar,QAT,..,..,..,..,..,3.77,..,..,74.122,..,18.2,0.1,1.03562998771667,1.82138001918793
1992,YR1992,Romania,ROU,..,2127.20305317297,..,..,..,1.51,10816.9054677488,..,69.7843902439024,0.998510003089905,28.7,0.1,1.00325000286102,0.860029995441437
1992,YR1992,Rwanda,RWA,..,250.806466174354,21.2,..,..,6.607,920.626153012907,..,44.319,..,173.2,3.7,0.952400028705597,..
1992,YR1992,Samoa,WSM,..,..,..,..,..,4.888,3530.858305473,..,68.385,..,28,..,..,..
1992,YR1992,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,11.5,..,..,..
1992,YR1992,Sao Tome and Principe,STP,..,..,..,..,..,5.704,..,..,61.284,..,109.5,2.2,..,..
1992,YR1992,Senegal,SEN,..,855.419622103952,..,..,..,6.149,2427.51086098877,..,57.112,..,136,0.2,0.697040021419525,0.32328000664711
1992,YR1992,Serbia,SRB,..,..,..,..,..,1.678,..,..,70.8009268292683,..,24.5,0.1,..,..
1992,YR1992,Seychelles,SYC,..,7331.65083774846,..,..,..,2.696,16808.9134678637,..,71.2146341463415,..,15.3,..,0.999360024929047,..
1992,YR1992,Sierra Leone,SLE,..,..,..,..,..,6.555,1194.5177134224,..,43.621,..,256.5,1,..,..
1992,YR1992,Singapore,SGP,..,..,65,..,..,1.72,40054.0497964357,..,75.9463414634146,..,6.3,0.1,..,..
1992,YR1992,Sint Maarten (Dutch part),SXM,..,..,..,..,..,2.097,..,..,72.509,..,..,..,..,..
1992,YR1992,Slovak Republic,SVK,..,..,..,..,..,1.93,11695.3492278696,..,71.7951219512195,..,13.6,0.1,..,..
1992,YR1992,Slovenia,SVN,..,..,..,..,..,1.33,..,..,73.3048780487805,..,9,0.1,..,1.11607003211975
1992,YR1992,Solomon Islands,SLB,..,2173.88950588019,..,..,..,5.445,2468.38285958506,..,65.767,..,36.2,..,0.816860020160675,..
1992,YR1992,Somalia,SOM,..,..,..,..,..,7.5,..,..,27.312,..,174.1,0.1,..,..
1992,YR1992,South Africa,ZAF,..,3131.85947007099,..,..,..,3.479,9612.39287354997,..,63.341,..,60.1,2.1,..,0.877120018005371
1992,YR1992,South Sudan,SSD,..,..,..,..,..,7.999,..,..,22.724,..,241.3,0.9,..,..
1992,YR1992,Sri Lanka,LKA,..,..,..,..,..,2.483,4306.58055345474,..,72.53,..,22,0.1,1.02672004699707,..
1992,YR1992,St. Kitts and Nevis,KNA,..,..,..,..,..,2.448,14406.2574632792,..,66.972,..,29.2,..,0.99769002199173,1.14972996711731
1992,YR1992,St. Lucia,LCA,..,..,..,..,..,3.203,12025.498615378,..,70.799,..,20.8,..,1.04361999034882,..
1992,YR1992,St. Martin (French part),MAF,..,..,..,..,..,2.81,..,..,75.327,..,..,..,..,..
1992,YR1992,St. Vincent and the Grenadines,VCT,..,..,..,..,..,2.829,6926.34499654509,..,72.624,..,22.7,..,..,..
1992,YR1992,Sudan,SDN,..,..,..,..,..,6.053,3052.7431640625,..,45.891,..,127.4,0.1,..,..
1992,YR1992,Suriname,SUR,..,..,..,..,..,3.195,13831.01439604,..,64.65,..,42.1,0.3,1.06766998767853,..
1992,YR1992,Sweden,SWE,..,28963.3157613391,..,..,..,2.09,32953.6182903423,9.7,77.9987804878049,..,6.2,..,1.02302002906799,1.18473994731903
1992,YR1992,Syrian Arab Republic,SYR,..,..,..,..,..,4.945,..,..,70.263,..,33.8,0.1,0.865540027618408,0.667400002479553
1992,YR1992,Tajikistan,TJK,..,..,..,..,..,4.965,2521.41274291265,..,55.074,..,109.8,0.1,..,..
1992,YR1992,Tanzania,TZA,..,309.013000488281,10.4,..,..,6.078,1305.95617675781,..,50.989,..,163.3,6.2,0.967880010604858,0.193289995193481
1992,YR1992,Thailand,THA,..,..,..,..,..,2.026,8277.35332729427,5.4,70.885,..,33.2,1.6,0.974089980125427,..
1992,YR1992,Timor-Leste,TLS,..,..,..,..,..,5.867,..,..,46.276,..,160.7,0.1,..,..
1992,YR1992,Togo,TGO,..,525.278472770568,..,..,..,5.947,1620.29262650041,..,54.299,..,143.5,1.2,0.593240022659302,0.135030001401901
1992,YR1992,Tonga,TON,..,..,..,..,..,4.583,3847.02591127563,..,67.686,..,20.6,..,..,..
1992,YR1992,Trinidad and Tobago,TTO,..,..,..,..,..,2.205,11029.1808513967,5.5,68.391,..,29.4,0.5,1.00916004180908,0.695500016212463
1992,YR1992,Tunisia,TUN,..,1235.15658876566,..,..,..,3.175,6079.25860240097,..,70.701,..,50.6,0.1,0.876640021800995,0.698889970779419
1992,YR1992,Turkmenistan,TKM,..,..,..,..,..,3.962,5485.97476265748,..,63.875,..,78.5,..,..,..
1992,YR1992,Turks and Caicos Islands,TCA,..,..,..,..,..,3.268,..,..,69.64,..,12.8,..,..,..
1992,YR1992,Tuvalu,TUV,..,..,..,..,..,4,2792.5954887013,..,60.491,..,51.5,..,..,..
1992,YR1992,Uganda,UGA,..,238.793564681813,..,..,..,6.96,920.65153007791,6.2,46.368,..,174.6,9.5,0.760469973087311,0.390579998493195
1992,YR1992,Ukraine,UKR,..,..,..,..,..,1.674,13447.1640625,8,68.7709756097561,..,19.3,0.1,..,..
1992,YR1992,United Arab Emirates,ARE,..,..,..,..,..,4.09,102664.120286693,..,72.306,..,14.9,..,1.03692996501923,..
1992,YR1992,Uruguay,URY,..,8848.78995297834,..,..,..,2.423,12274.0089013173,5.4,73.441,..,21.8,0.1,..,..
1992,YR1992,Uzbekistan,UZB,..,..,..,..,..,4.004,3074.65882050151,..,65.109,..,70.2,0.1,..,..
1992,YR1992,Vanuatu,VUT,..,..,..,..,..,4.95,2792.99561897071,..,67.353,..,33.3,..,..,..
1992,YR1992,"Venezuela, RB",VEN,..,..,..,..,..,3.292,..,5,71.806,..,27.8,0.1,1.04656994342804,..
1992,YR1992,Viet Nam,VNM,..,..,..,..,..,3.322,2317.26663405709,7.8,69.958,..,46.6,0.1,..,..
1992,YR1992,Virgin Islands (U.S.),VIR,..,..,..,..,..,3.204,..,..,71.652243902439,..,..,..,..,1.61671996116638
1992,YR1992,West Bank and Gaza,PSE,..,..,..,..,..,6.633,..,..,68.592,..,41,..,..,..
1992,YR1992,"Yemen, Rep.",YEM,..,..,9.7,..,..,8.272,..,..,59.428,..,119.6,0.1,..,0.211799994111061
1992,YR1992,Zambia,ZMB,..,..,15.2,..,..,6.364,2141.50461450784,..,46.512,..,182.7,11.6,..,..
1992,YR1992,Zimbabwe,ZWE,..,..,..,..,..,4.567,2468.27825675035,..,56.435,0.97733998298645,87.6,20.7,0.945150017738342,0.414869993925095
1992,YR1992,Africa Eastern and Southern,AFE,..,..,..,..,..,6.0283389272847,2831.23648875325,..,49.9621136475362,0.859099984169006,162.695216656375,4.26235296546205,0.878069996833801,0.682590007781982
1992,YR1992,Africa Western and Central,AFW,..,..,..,..,..,6.41830449099673,2745.70770791903,..,48.7372663398837,0.744880020618439,194.790096139107,1.71830770505614,0.756619989871979,0.379299998283386
1992,YR1992,Arab World,ARB,..,..,..,..,..,4.8938891936685,9986.82902579931,..,63.4744102104117,0.802519977092743,76.7767380598464,0.10172955556266,0.813440024852753,0.752960026264191
1992,YR1992,Caribbean small states,CSS,..,..,..,..,..,2.79555800068756,10688.1469227008,..,69.5525009368653,..,31.9209112111373,0.871509999757466,1.01487994194031,1.15197002887726
1992,YR1992,Central Europe and the Baltics,CEB,..,..,..,..,..,1.75051362595625,12376.4890400319,..,70.7328371314156,0.999390006065369,18.1549351330149,..,1.01143002510071,1.11451005935669
1992,YR1992,Early-demographic dividend,EAR,..,1734.10315010868,..,..,..,4.04522799440439,4730.46447362243,..,61.6205564110476,0.826070010662079,103.621134181905,0.398591253347497,0.812529981136322,0.724420011043549
1992,YR1992,East Asia & Pacific,EAS,..,..,..,..,..,2.1032281110248,5565.17441138227,..,68.9587849869094,0.961229979991913,54.2,..,0.915149986743927,0.714559972286224
1992,YR1992,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,2.16593910543288,2522.1348723249,..,67.8799757949844,0.959550023078918,57.3842063378418,..,0.904380023479462,0.731480002403259
1992,YR1992,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,2.16425164673703,2552.14550968859,..,67.8411583719772,0.958999991416931,57.4188866301638,..,0.903180003166199,0.751010000705719
1992,YR1992,Euro area,EMU,..,22133.7515007908,..,..,..,1.46829625771569,33453.840445941,..,76.3008691097006,..,8.80904459819071,0.191410173071496,1.00817000865936,0.992500007152557
1992,YR1992,Europe & Central Asia,ECS,..,12985.6581629261,..,..,..,1.82189680093579,22630.2677377561,..,71.8906790558254,0.994629979133606,30,..,0.991550028324127,1.04725003242493
1992,YR1992,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,2.14878949137357,12850.432432039,..,67.2529310055231,0.985970020294189,47.951335646028,..,0.969359993934631,1.09914994239807
1992,YR1992,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,2.08993754083683,12590.1204047398,..,67.7695205899005,0.988009989261627,44.6531426823455,..,0.975040018558502,1.10266995429993
1992,YR1992,European Union,EUU,..,18581.6654477017,..,..,..,1.54536954281203,29038.8701677133,..,75.1268928818128,..,11.0510815460432,..,1.01034998893738,1.01365995407104
1992,YR1992,Fragile and conflict affected situations,FCS,..,..,..,..,..,5.51770410302906,4123.34776788662,..,53.277820942241,0.819029986858368,161.49929986251,1.54115762151452,0.824829995632172,0.889119982719421
1992,YR1992,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,6.47830542694544,1751.19111002246,..,49.1878018441342,0.781170010566711,175.944928001969,2.92678125810014,0.77947998046875,0.558589994907379
1992,YR1992,High income,HIC,..,23280.8347281957,..,..,..,1.80290250097118,32434.2586982124,..,75.7071793438136,..,11.6,..,0.998700022697449,1.05718004703522
1992,YR1992,IBRD only,IBD,..,..,..,..,..,2.77435351275678,5031.8724465921,..,65.7714639021482,0.911119997501373,75.8174095081125,..,0.878589987754822,0.859040021896362
1992,YR1992,IDA & IBRD total,IBT,..,..,..,..,..,3.31795274586721,4456.53791043218,..,63.3017840620266,0.890999972820282,100.231242606468,0.692414948313817,0.857739984989166,0.818289995193481
1992,YR1992,IDA blend,IDB,..,..,..,..,..,5.96589922287478,3248.79497124566,..,55.0201122945286,0.806850016117096,151.918081498714,1.94024983275898,0.768050014972687,0.498010009527206
1992,YR1992,IDA only,IDX,..,..,..,..,..,5.58086047347659,1701.14213916178,..,52.9450705257658,0.787159979343414,158.063995182071,1.77129216420463,0.776510000228882,0.497449994087219
1992,YR1992,IDA total,IDA,..,..,..,..,..,5.70503264763363,2213.73989088245,..,53.6294939509618,0.793619990348816,156.000458516095,1.82746176506304,0.772740006446838,0.497310012578964
1992,YR1992,Late-demographic dividend,LTE,..,..,..,..,..,2.02201357058015,5104.68069754265,..,68.7016338681378,0.967260003089905,48.0859483336801,..,0.934809982776642,0.919860005378723
1992,YR1992,Latin America & Caribbean,LCN,..,4607.91775930029,..,..,..,3.10935062864364,11049.1149374216,..,68.5058502230062,1.02233004570007,50.1,0.217589667873623,1.01442003250122,0.99779999256134
1992,YR1992,Latin America & Caribbean (excluding high income),LAC,..,4502.25352420775,..,..,..,3.14051049558914,10864.4825297303,..,68.0491992559632,1.02347004413605,52.5617993748868,0.226397924605365,1.01324999332428,0.979030013084412
1992,YR1992,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,4592.46867031642,..,..,..,3.15937039519639,11019.7787296718,..,68.3163778110758,1.02309000492096,50.68777024948,0.219533587453197,1.01354002952576,0.970499992370605
1992,YR1992,Least developed countries: UN classification,LDC,..,..,..,..,..,5.78721110482283,1569.00458670741,..,51.0674694155414,0.761799991130829,168.786277893392,1.80494409152028,0.762090027332306,0.432649999856949
1992,YR1992,Low & middle income,LMY,..,..,..,..,..,3.33634388312408,4286.3402752294,..,63.1704040778872,0.889209985733032,101.085914785165,0.703684856684738,0.854979991912842,0.802529990673065
1992,YR1992,Low income,LIC,..,..,..,..,..,6.42196674182074,1257.14068889168,..,49.5935825975985,0.740480005741119,179.4,2.38422756559383,0.741569995880127,0.511240005493164
1992,YR1992,Lower middle income,LMC,..,794.314917269349,..,..,..,4.2769808572175,3111.34560264302,..,59.7987102130618,0.787930011749268,114.5,0.616187356519273,0.80128002166748,0.712419986724854
1992,YR1992,Middle East & North Africa,MEA,..,..,..,..,..,4.50440677514468,11191.5490900145,..,66.7719829247434,0.829339981079102,61.2,0.100556494491228,0.828719973564148,0.708280026912689
1992,YR1992,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,4.49512413050024,6922.11099594358,..,66.1571994891114,0.821900010108948,64.5748739592498,0.100565329110863,0.825389981269836,0.665050029754639
1992,YR1992,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,4.47699318728397,6948.38979683938,..,66.1351551400815,0.820020020008087,64.9017755022952,0.100565329110863,0.823939979076386,0.663580000400543
1992,YR1992,Middle income,MIC,..,..,..,..,..,3.12860424986351,4516.50887127411,..,64.1803856423008,0.898129999637604,91.2473840478649,..,0.862810015678406,0.817409992218018
