"time","country","country_code","perc_tot_welfare","net_income_pc","contrac_prev","cov_social_insur","cpia_gender_rating","fertility_rate","gdp_pc_ppp","income_share_low20","life_exp_birth","literacy_rate","mortality_rate","hiv_prev","school_enrol_pri_sec","school_enrol_tert"
1993,"Sub-Saharan Africa","SSF",NA,NA,NA,NA,NA,6.11726663893789,2701.33495250676,NA,49.6969325187812,0.825800001621246,174.5,3.60929940949635,0.82955002784729,0.570259988307953
1993,"Sub-Saharan Africa (excluding high income)","SSA",NA,NA,NA,NA,NA,6.11726663893789,2699.3978178452,NA,49.6943785518301,0.825770020484924,174.35135900367,3.60929940949635,0.829519987106323,0.570259988307953
1993,"Sub-Saharan Africa (IDA & IBRD countries)","TSS",NA,NA,NA,NA,NA,6.11726663893789,2701.33495250676,NA,49.6969325187812,0.825800001621246,174.340579523728,3.60929940949635,0.82955002784729,0.570259988307953
1993,"Upper middle income","UMC",NA,NA,NA,NA,NA,2.14415736499523,5881.57705399401,NA,68.2964886784149,0.972599983215332,48.1,NA,0.936590015888214,0.902040004730225
1993,"World","WLD",NA,5670.25451603677,NA,NA,NA,2.96937260917607,9687.98145411426,NA,65.7802512426198,0.907689988613129,90.3,0.4,0.884590029716492,0.930850028991699
1994,"Argentina","ARG",NA,8446.9858156174,NA,NA,NA,2.935,18046.8929182229,4.4,73.172,NA,25.4,0.2,NA,NA
1994,"Australia","AUS",NA,NA,NA,NA,NA,1.842,32051.4941042111,NA,77.8780487804878,NA,7.3,0.1,0.9964399933815,1.01189005374908
1994,"Brazil","BRA",NA,5069.96863459671,NA,NA,NA,2.617,10867.7509166537,NA,67.568,NA,51.1,0.2,NA,1.11556994915009
1994,"China","CHN",NA,NA,NA,NA,NA,1.628,2178.92405681407,NA,69.52,NA,49.2,NA,0.901910006999969,0.525569975376129
1994,"France","FRA",NA,24759.0574796407,74.6,NA,NA,1.73,34576.3418099744,NA,77.6487804878049,NA,7,0.2,0.987689971923828,1.19459998607635
1994,"Germany","DEU",NA,26190.782264426,NA,NA,NA,1.24,38881.5691219288,8.5,76.2707317073171,NA,6.8,NA,0.972190022468567,0.770910024642944
1994,"India","IND",NA,503.02612033199,NA,NA,NA,3.723,1994.9439420935,NA,60.216,NA,112.8,0.3,0.753220021724701,NA
1994,"Indonesia","IDN",NA,5110.48470779228,54.7,NA,NA,2.838,5500.55260223232,NA,64.856,NA,69.5,0.1,0.934509992599487,NA
1994,"Italy","ITA",NA,24064.7227623691,NA,NA,NA,1.21,37855.0077387082,NA,77.9219512195122,NA,8,0.2,1.01298999786377,1.08926999568939
1994,"Japan","JPN",NA,24433.955683224,58.6,NA,NA,1.5,34053.5245576037,NA,79.6968292682927,NA,5.9,NA,1.01110005378723,0.81538999080658
1994,"Korea, Rep.","KOR",NA,12264.8265944201,77.4,NA,NA,1.656,16698.2756059428,NA,73.3975609756098,NA,11.3,NA,0.997359991073608,0.56511002779007
1994,"Mexico","MEX",NA,7010.15759568764,NA,NA,NA,3.127,17517.9681603527,3.7,71.279,NA,37.5,0.2,0.960650026798248,0.817700028419495
1994,"Netherlands","NLD",NA,26934.6782454009,NA,NA,NA,1.57,38494.2178517725,NA,77.3751219512195,NA,7.1,0.1,0.954429984092712,0.88358998298645
1994,"Russian Federation","RUS",NA,2430.91088867188,66.8,NA,NA,1.4,13880.4658203125,NA,64.4670731707317,NA,22.1,NA,1.01516997814178,NA
1994,"Saudi Arabia","SAU",NA,NA,NA,NA,NA,5.142,43581.6362009465,NA,70.705,NA,32.8,NA,NA,1.05971002578735
1994,"Spain","ESP",NA,16347.8552064707,NA,NA,NA,1.19,28387.2935252068,6.5,77.9014634146342,NA,7.4,0.4,1.04960000514984,1.08245003223419
1994,"Switzerland","CHE",NA,NA,NA,NA,NA,1.49,54087.5195518484,NA,78.35,NA,6.7,0.3,0.960979998111725,0.581260025501251
1994,"Turkiye","TUR",NA,NA,NA,NA,NA,2.852,12679.874810599,NA,69.295,NA,57.5,NA,0.802479982376099,0.621119976043701
1994,"United Kingdom","GBR",NA,25849.6680325073,NA,NA,NA,1.74,32053.0041227871,7,76.8853658536585,NA,7.4,NA,NA,1.02236998081207
1994,"United States","USA",NA,34109.9304007964,NA,NA,NA,2.0015,42419.1953650407,5.4,75.619512195122,NA,9.8,NA,0.991439998149872,1.22070002555847
1994,"Afghanistan","AFG",NA,NA,NA,NA,NA,7.717,NA,NA,51.495,NA,155.5,0.1,0.432000011205673,NA
1994,"Albania","ALB",NA,NA,NA,NA,NA,2.707,3921.60715835156,NA,74.131,NA,35,0.1,1.00525999069214,1.10675001144409
1994,"Algeria","DZA",NA,1678.63071146479,NA,NA,NA,3.846,7869.27027171901,NA,67.361,NA,49.4,0.1,0.870299994945526,NA
1994,"Andorra","AND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA
1994,"Angola","AGO",NA,NA,NA,NA,NA,6.99,3728.88619855212,NA,43.422,NA,223.3,0.5,NA,NA
1994,"Antigua and Barbuda","ATG",NA,NA,NA,NA,NA,2.069,18651.0235841782,NA,73.591,NA,15.5,NA,NA,NA
1994,"Armenia","ARM",NA,NA,NA,NA,NA,2.167,2683.63753337356,NA,69.073,NA,40.9,NA,NA,NA
1994,"Aruba","ABW",NA,NA,NA,NA,NA,2.125,37683.9177094954,NA,73.272,NA,NA,NA,NA,NA
1994,"Austria","AUT",NA,28608.7123686806,NA,NA,NA,1.47,39435.210024783,8,76.419512195122,NA,7.4,NA,0.955340027809143,0.904470026493073
1994,"Azerbaijan","AZE",NA,NA,NA,NA,NA,2.52,3414.51120535595,NA,61.594,NA,95.5,0.1,0.939000010490417,NA
1994,"Bahamas, The","BHS",NA,20515.2166718052,NA,NA,NA,2.482,31743.9131876444,NA,70.851,NA,19.4,2.2,NA,NA
1994,"Bahrain","BHR",NA,NA,NA,NA,NA,3.263,43113.4812404734,NA,73.517,NA,19.7,0.1,1.03719997406006,1.45572996139526
1994,"Bangladesh","BGD",NA,567.025987777023,44.9,NA,NA,3.774,1903.58082754806,NA,58.617,NA,120.9,0.1,NA,NA
1994,"Barbados","BRB",NA,NA,NA,NA,NA,1.725,12983.8173029414,NA,73.211,NA,15.5,0.4,NA,NA
1994,"Belarus","BLR",NA,1110.72926423876,NA,NA,NA,1.533,6458.21417784941,NA,68.7682926829268,NA,15.7,0.1,NA,NA
1994,"Belgium","BEL",NA,28155.6437196793,NA,NA,NA,1.56,36981.4489459975,NA,76.6917073170732,NA,8.2,NA,1.03794002532959,1.01050996780396
1994,"Belize","BLZ",NA,5479.10396028771,NA,NA,NA,3.999,7742.92714339227,3.1,70.316,NA,30.4,0.4,0.970160007476807,NA
1994,"Benin","BEN",NA,537.960402186268,NA,NA,NA,6.413,2118.27856422624,NA,54.91,NA,156.9,1.1,NA,0.206740006804466
1994,"Bermuda","BMU",NA,NA,NA,NA,NA,1.684,65904.7204209603,NA,73.608,NA,NA,NA,NA,NA
1994,"Bhutan","BTN",NA,685.024616848881,NA,NA,NA,4.866,3458.944892156,NA,58.635,NA,105.2,0.1,NA,NA
1994,"Bolivia","BOL",NA,1557.76420104943,45.3,NA,NA,4.494,4779.83922848367,NA,58.989,NA,102.8,0.1,NA,NA
1994,"Bosnia and Herzegovina","BIH",NA,NA,NA,NA,NA,1.705,1730.12127006996,NA,67.209,NA,26.1,NA,NA,NA
1994,"Botswana","BWA",NA,2327.26492970347,NA,NA,NA,4.009,9550.71083479788,NA,56.154,NA,60.4,17.1,1.02908003330231,0.650150001049042
1994,"British Virgin Islands","VGB",NA,NA,NA,NA,NA,1.646,NA,NA,73.63,NA,17.1,NA,1.03276002407074,NA
1994,"Brunei Darussalam","BRN",NA,16175.7437091954,NA,NA,NA,2.897,70570.9645144198,NA,72.553,NA,12.8,NA,1.00407004356384,1.3204699754715
1994,"Bulgaria","BGR",NA,NA,NA,NA,NA,1.37,10998.6061318398,NA,71.2087804878049,NA,19.1,0.1,0.997579991817474,1.32915997505188
1994,"Burkina Faso","BFA",NA,300.982563305148,NA,NA,NA,6.843,1018.1222087886,5.5,49.307,NA,196.5,2.9,0.638949990272522,0.313019990921021
1994,"Burundi","BDI",NA,NA,NA,NA,NA,7.23,1103.16729785112,NA,44.08,NA,173.3,5.1,NA,NA
1994,"Cabo Verde","CPV",NA,NA,NA,NA,NA,4.72,2402.43472757283,NA,65.25,NA,57.5,0.6,0.979619979858398,NA
1994,"Cambodia","KHM",NA,NA,NA,NA,NA,5.052,1077.89849171753,NA,56.035,NA,118.4,0.4,NA,0.215719997882843
1994,"Cameroon","CMR",NA,770.284593778918,NA,NA,NA,6.082,2709.08004543719,NA,53.528,NA,145,2.2,NA,NA
1994,"Canada","CAN",NA,24701.4717784552,NA,NA,NA,1.69,34951.7546520357,7.4,77.8717073170732,NA,7.2,NA,0.990180015563965,1.14031004905701
1994,"Central African Republic","CAF",NA,NA,NA,NA,NA,5.933,1036.28390122035,NA,47.853,NA,175,7,NA,NA
1994,"Chad","TCD",NA,NA,NA,NA,NA,7.31,987.985613350219,NA,46.449,NA,201.2,1.9,0.445650011301041,NA
1994,"Channel Islands","CHI",NA,NA,NA,NA,NA,1.545,NA,NA,78.005,NA,NA,NA,NA,NA
1994,"Chile","CHL",NA,4476.02563926847,NA,NA,NA,2.377,12221.5077334509,3.5,74.614,NA,13.9,0.1,NA,0.866360008716583
1994,"Colombia","COL",NA,3405.45105231017,NA,NA,NA,2.918,9220.49940363599,NA,69.613,NA,31,0.2,NA,NA
1994,"Comoros","COM",NA,985.623526667922,NA,NA,NA,5.897,2666.04537181204,NA,57.694,NA,111.7,0.1,NA,NA
1994,"Congo, Dem. Rep.","COD",NA,209.314305914045,NA,NA,NA,6.668,1034.12338694338,NA,49.884,NA,177.8,2.1,0.672919988632202,NA
1994,"Congo, Rep.","COG",NA,559.776207797009,NA,NA,NA,5,4463.93176313777,NA,53.738,NA,101.4,4.7,NA,NA
1994,"Costa Rica","CRI",NA,6368.33180925896,NA,NA,NA,2.888,11100.7084273732,4,76.67,NA,15.1,0.1,1.00748002529144,NA
1994,"Cote d'Ivoire","CIV",NA,NA,11.4,NA,NA,6.161,3770.53930629729,NA,51.737,NA,153.9,6.7,NA,0.293769985437393
1994,"Croatia","HRV",NA,NA,NA,NA,NA,1.47,NA,NA,71.8034146341463,NA,10.4,0.1,1.02493000030518,0.939920008182526
1994,"Cuba","CUB",NA,3044.34018362809,NA,NA,NA,1.461,NA,NA,74.411,NA,11.3,0.1,1.04086995124817,1.279629945755
1994,"Curacao","CUW",NA,NA,NA,NA,NA,2.223,NA,NA,72.5900731707317,NA,NA,NA,NA,NA
1994,"Cyprus","CYP",NA,15148.328125,NA,NA,NA,2.167,26904.72265625,NA,74.72,NA,9.6,0.1,1.00581002235413,NA
1994,"Czechia","CZE",NA,8131.99699620864,NA,NA,NA,1.44,21356.3059216923,NA,72.9726829268293,NA,9.4,NA,1.00961995124817,0.96790999174118
1994,"Denmark","DNK",NA,32739.5650424435,NA,NA,NA,1.81,41969.6887111547,NA,75.3751219512195,NA,6.9,0.1,1.01496005058289,1.08361005783081
1994,"Djibouti","DJI",NA,NA,NA,NA,NA,5.529,NA,NA,55.505,NA,110.7,0.8,0.766889989376068,1.02061998844147
1994,"Dominica","DMA",NA,NA,NA,NA,NA,2.874,8335.66625077254,NA,71.076,NA,15.8,NA,NA,NA
1994,"Dominican Republic","DOM",NA,2972.26199256233,NA,NA,NA,3.163,7085.28221658965,NA,68.792,NA,50.2,1,NA,NA
1994,"Ecuador","ECU",NA,3291.00321458327,56.8,NA,NA,3.461,8466.24874504874,3.2,70.757,NA,43.5,0.1,NA,NA
1994,"Egypt, Arab Rep.","EGY",NA,1850.1135248903,NA,NA,NA,3.967,6481.66605278578,NA,65.816,NA,68.9,0.1,0.851029992103577,NA
1994,"El Salvador","SLV",NA,2713.27401688688,NA,NA,NA,3.66,5887.90465032798,NA,65.838,NA,47.7,0.3,NA,0.963329970836639
1994,"Equatorial Guinea","GNQ",NA,NA,NA,NA,NA,5.978,1394.78646468269,NA,51.415,NA,173,1.7,0.868740022182465,NA
1994,"Eritrea","ERI",NA,NA,NA,NA,NA,6.005,NA,NA,54.1,NA,122.5,1.5,0.788150012493134,NA
1994,"Estonia","EST",NA,NA,61.1,NA,NA,1.42,NA,NA,66.5,NA,16.4,NA,1.05049002170563,1.07438004016876
1994,"Eswatini","SWZ",NA,1742.57250662728,NA,NA,NA,4.623,4875.36802753951,2.5,58.268,NA,76.6,9.3,NA,NA
1994,"Ethiopia","ETH",NA,NA,NA,NA,NA,7.076,653.886731910509,NA,47.861,0.714709997177124,178.1,2.9,0.675379991531372,0.270539999008179
1994,"Faroe Islands","FRO",NA,NA,NA,NA,NA,2.392,NA,NA,77.1658536585366,NA,NA,NA,NA,NA
1994,"Fiji","FJI",NA,NA,NA,NA,NA,3.273,8628.20323853477,NA,66.125,NA,25.2,0.1,NA,NA
1994,"Finland","FIN",NA,22932.3286908958,NA,NA,NA,1.85,30340.8238404135,NA,76.3956097560976,NA,5.5,NA,1.08613002300262,1.1523300409317
1994,"French Polynesia","PYF",NA,NA,NA,NA,NA,2.943,NA,NA,75.311,NA,NA,NA,NA,NA
1994,"Gabon","GAB",NA,2612.18775990015,NA,NA,NA,5.044,17497.6498228656,NA,60.701,NA,89,3.1,0.978209972381592,NA
1994,"Gambia, The","GMB",NA,NA,NA,NA,NA,6.037,1974.05572890563,NA,54.721,NA,144.1,0.5,0.691110014915466,NA
1994,"Georgia","GEO",NA,NA,NA,NA,NA,1.917,3045.04248414422,NA,68.554,NA,46.1,0.1,0.951399981975555,NA
1994,"Ghana","GHA",NA,NA,20.3,NA,NA,5.19,2469.24163620256,NA,56.112,NA,116.1,2.4,NA,0.302799999713898
1994,"Gibraltar","GIB",NA,NA,NA,NA,NA,2.518,NA,NA,79.164,NA,NA,NA,NA,NA
1994,"Greece","GRC",NA,NA,NA,NA,NA,1.33,24522.4197736024,NA,77.6390243902439,NA,8.8,0.1,0.980809986591339,0.925549983978271
1994,"Greenland","GRL",NA,NA,NA,NA,NA,2.527,NA,NA,65.9009756097561,NA,NA,NA,NA,NA
1994,"Grenada","GRD",NA,NA,NA,NA,NA,3.035,8247.40424926105,NA,71.786,NA,18.1,NA,NA,NA
1994,"Guam","GUM",NA,NA,NA,NA,NA,3.026,NA,NA,73.058,NA,NA,NA,NA,NA
1994,"Guatemala","GTM",NA,2733.46168567096,NA,NA,NA,5.191,5891.32743906363,NA,63.726,0.865400016307831,67.2,0.3,NA,NA
1994,"Guinea","GIN",NA,NA,NA,NA,NA,6.409,1526.25563562168,5.2,49.171,NA,207,1.1,0.449319988489151,0.0685599967837334
1994,"Guinea-Bissau","GNB",NA,NA,NA,NA,NA,6.258,1998.83653550317,NA,48.156,NA,205,1.2,NA,NA
1994,"Guyana","GUY",NA,NA,NA,NA,NA,3.074,6444.22575192994,NA,63.372,NA,54.6,0.1,NA,0.809759974479675
1994,"Haiti","HTI",NA,779.149228091532,NA,NA,NA,4.991,2684.87151399237,NA,54.653,NA,128.2,3,NA,NA
1994,"Honduras","HND",NA,1558.16188576348,NA,NA,NA,4.891,3827.99310550091,3.1,66.574,NA,48.6,0.7,NA,0.788950026035309
1994,"Hong Kong SAR, China","HKG",NA,NA,NA,NA,NA,1.355,34419.3821852336,NA,78.5292682926829,NA,NA,NA,NA,0.727429986000061
1994,"Hungary","HUN",NA,6084.36024149683,NA,NA,NA,1.64,16345.787262201,NA,69.469756097561,NA,13.3,NA,1.01837003231049,1.11012005805969
1994,"Iceland","ISL",NA,NA,NA,NA,NA,2.14,NA,NA,79.2470731707317,NA,5.5,0.1,0.990270018577576,1.29495000839233
1994,"Iran, Islamic Rep.","IRN",NA,2816.48837704705,70,NA,NA,3.271,9904.10017026898,5.5,67.468,NA,47.7,0.1,0.875789999961853,NA
1994,"Iraq","IRQ",NA,NA,NA,NA,NA,5.528,4190.64124949592,NA,66.744,NA,50,NA,NA,NA
1994,"Ireland","IRL",NA,19647.0098961713,NA,NA,NA,1.85,29865.5913423538,7,75.7871219512195,NA,7.4,0.1,1.02333998680115,0.984260022640228
1994,"Isle of Man","IMN",NA,NA,NA,NA,NA,1.9,NA,NA,73.339,NA,NA,NA,NA,NA
1994,"Israel","ISR",NA,NA,NA,NA,NA,2.9,NA,NA,77.4024390243903,NA,9.2,NA,1.0188000202179,NA
1994,"Jamaica","JAM",NA,NA,NA,NA,NA,2.939,9924.54480855591,NA,71.739,NA,25,1.5,NA,NA
1994,"Jordan","JOR",NA,NA,NA,NA,NA,4.807,8426.70163708048,NA,70.699,NA,31.7,NA,1.03756999969482,1.03863000869751
1994,"Kazakhstan","KAZ",NA,NA,NA,NA,NA,2.28,9126.25583010092,NA,64.9,NA,52.9,0.1,NA,1.16647005081177
1994,"Kenya","KEN",NA,860.105921883725,NA,NA,NA,5.446,3357.71046121944,5.2,56.273,NA,110.8,9.4,NA,NA
1994,"Kiribati","KIR",NA,NA,NA,NA,NA,4.418,1981.46402925199,NA,62.697,NA,79.2,NA,NA,NA
1994,"Korea, Dem. People's Rep.","PRK",NA,NA,NA,NA,NA,2.203,NA,NA,70.718,NA,67.7,NA,NA,NA
1994,"Kosovo","XKX",NA,NA,NA,NA,NA,2.603,NA,NA,72.125,NA,79.4,NA,NA,NA
1994,"Kuwait","KWT",NA,NA,49.8,NA,NA,2.997,59468.7514857218,NA,75.763,NA,14.4,NA,1.01822996139526,1.36240994930267
1994,"Kyrgyz Republic","KGZ",NA,NA,NA,NA,NA,2.9,2688.35177848574,NA,66.0390243902439,NA,64.5,0.1,NA,1.21809005737305
1994,"Lao PDR","LAO",NA,NA,NA,NA,NA,5.548,2194.52686768585,NA,55.749,NA,133.7,0.1,0.762860000133514,0.38111999630928
1994,"Latvia","LVA",NA,NA,NA,NA,NA,1.39,NA,NA,65.6643902439025,NA,20,0.1,1.04465997219086,NA
1994,"Lebanon","LBN",NA,4155.62495304668,NA,NA,NA,2.868,11277.7473698265,NA,71.681,NA,26.7,0.1,NA,NA
1994,"Lesotho","LSO",NA,NA,NA,NA,NA,4.217,1495.4725840232,1.5,58.018,NA,88.6,9.6,1.17346000671387,1.14954996109009
1994,"Liberia","LBR",NA,NA,NA,NA,NA,6.21,NA,NA,41.796,NA,255.4,2.8,NA,NA
1994,"Libya","LBY",NA,NA,NA,NA,NA,3.859,NA,NA,70.706,0.968620002269745,34.5,0.1,NA,NA
1994,"Liechtenstein","LIE",NA,NA,NA,NA,NA,NA,NA,NA,78.4219512195122,NA,NA,NA,NA,NA
1994,"Lithuania","LTU",NA,NA,NA,NA,NA,1.57,NA,NA,68.530243902439,NA,16.8,0.1,NA,1.30051004886627
1994,"Luxembourg","LUX",NA,53079.595878608,NA,NA,NA,1.72,80365.2245079687,9,76.3707317073171,NA,6.8,0.1,NA,NA
1994,"Macao SAR, China","MAC",NA,NA,NA,NA,NA,1.42,55549.6695895229,NA,78.993,NA,NA,NA,NA,0.673600018024445
1994,"Madagascar","MDG",NA,357.411816144026,NA,NA,NA,5.99,1547.64604604836,NA,54.436,NA,136.1,0.1,NA,0.78982001543045
1994,"Malawi","MWI",NA,NA,NA,NA,NA,6.508,875.208660841945,NA,43.561,NA,215.7,13.1,0.913420021533966,0.343620002269745
1994,"Malaysia","MYS",NA,3247.33357918031,55.1,NA,NA,3.356,13579.7125729424,NA,72.163,NA,13.8,0.3,1.03173005580902,NA
1994,"Maldives","MDV",NA,NA,NA,NA,NA,4.674,NA,NA,66.511,NA,66.9,NA,0.990100026130676,NA
1994,"Mali","MLI",NA,385.77715415164,NA,NA,NA,7.065,1425.51174102886,4.6,47.742,NA,215.6,1.6,0.610889971256256,NA
1994,"Malta","MLT",NA,NA,NA,NA,NA,1.84,18716.7697194036,NA,76.4998536585366,NA,9.8,NA,0.942359983921051,1.01229000091553
1994,"Marshall Islands","MHL",NA,NA,NA,NA,NA,5.308,3800.42513055107,NA,62.558,NA,41.8,NA,NA,NA
1994,"Mauritania","MRT",NA,986.241013494287,NA,NA,NA,5.924,4252.86843707681,NA,60.336,NA,112.5,0.3,0.784150004386902,0.211140006780624
1994,"Mauritius","MUS",NA,NA,NA,NA,NA,2.25,9535.7359831978,NA,70.1585365853659,NA,21.6,0.1,NA,0.859130024909973
1994,"Micronesia, Fed. Sts.","FSM",NA,NA,NA,NA,NA,4.716,3184.98773413855,NA,68.095,NA,45,NA,NA,NA
1994,"Moldova","MDA",NA,NA,NA,NA,NA,1.989,NA,NA,65.07,NA,37.6,0.1,NA,NA
1994,"Monaco","MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA
1994,"Mongolia","MNG",NA,NA,NA,NA,NA,2.947,3870.86223106623,NA,60.405,NA,90.9,0.1,1.19213998317719,NA
1994,"Montenegro","MNE",NA,NA,NA,NA,NA,1.959,NA,NA,73.2455365853659,NA,15.1,0.1,NA,NA
1994,"Morocco","MAR",NA,1608.10668945313,NA,NA,NA,3.468,4449.82421875,NA,64.346,0.644339978694916,67.9,0.1,0.726769983768463,0.643989980220795
1994,"Mozambique","MOZ",NA,NA,NA,NA,NA,5.958,470.901535356375,NA,45.606,NA,227.8,NA,0.685490012168884,0.363929986953735
1994,"Myanmar","MMR",NA,NA,NA,NA,NA,3.192,724.808834065394,NA,57.956,NA,104.7,0.3,0.947939991950989,NA
1994,"Namibia","NAM",NA,2338.3915612054,NA,NA,NA,4.671,6346.29859492906,NA,59.846,NA,70.2,6.8,1.02158999443054,1.35376000404358
1994,"Nauru","NRU",NA,NA,NA,NA,NA,3.849,NA,NA,61.463,NA,55,NA,NA,NA
1994,"Nepal","NPL",NA,NA,NA,NA,NA,4.907,1741.30936070726,NA,58.553,NA,111.7,0.1,0.652400016784668,NA
1994,"New Caledonia","NCL",NA,NA,NA,NA,NA,2.7,NA,NA,70.6731707317073,NA,NA,NA,NA,NA
1994,"New Zealand","NZL",NA,19767.4476169677,NA,NA,NA,1.98,28800.0635083848,NA,76.8829268292683,NA,9.1,0.1,1.01171004772186,1.19277000427246
1994,"Nicaragua","NIC",NA,975.165323073984,NA,NA,NA,3.937,3214.47780334732,NA,65.181,NA,54.5,0.1,NA,NA
1994,"Niger","NER",NA,406.146689454878,NA,NA,NA,7.786,986.220489047323,6,44.714,NA,294.4,0.4,NA,NA
1994,"Nigeria","NGA",NA,NA,NA,NA,NA,6.319,2972.50495004765,NA,45.513,NA,205.7,1.8,NA,NA
1994,"North Macedonia","MKD",NA,2115.81134788332,NA,NA,NA,2.224,9130.708451785,NA,71.6926829268293,0.994170010089874,28.5,NA,0.98869001865387,1.17561995983124
1994,"Norway","NOR",NA,35344.3615253017,NA,NA,NA,1.87,47728.440231872,NA,77.689756097561,NA,6.1,0.1,0.98539000749588,1.17303001880646
1994,"Oman","OMN",NA,NA,NA,NA,NA,5.472,32635.1762378405,NA,71.385,NA,26.4,0.1,0.963050007820129,1.30429995059967
1994,"Pakistan","PAK",NA,958.351906160959,NA,NA,NA,6.008,3236.40301175146,NA,60.116,NA,127.9,0.1,NA,NA
1994,"Palau","PLW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA
1994,"Panama","PAN",NA,NA,NA,NA,NA,2.877,13253.5183658049,NA,72.096,NA,28.8,NA,NA,1.33112001419067
1994,"Papua New Guinea","PNG",NA,NA,NA,NA,NA,4.87,3942.30502088185,NA,60.756,NA,78.8,0.1,0.833970010280609,NA
1994,"Paraguay","PRY",NA,NA,NA,NA,NA,4.196,9262.53556900586,NA,68.824,NA,39.6,0.1,0.992309987545013,NA
1994,"Peru","PER",NA,2474.60595809033,NA,NA,NA,3.432,5804.9993278689,NA,67.227,NA,62.4,0.4,NA,NA
1994,"Philippines","PHL",NA,1620.77833686792,NA,NA,NA,4.072,4106.68463410263,NA,67.942,1.00484001636505,45.7,0.1,NA,NA
1994,"Poland","POL",NA,NA,NA,NA,NA,1.81,11591.998863896,NA,71.6951219512195,NA,15.4,NA,0.993520021438599,1.26911997795105
1994,"Portugal","PRT",NA,12900.5802986445,NA,NA,NA,1.45,24560.3570613836,NA,74.9146341463415,NA,10.5,0.3,1.0166699886322,1.25670003890991
1994,"Puerto Rico","PRI",NA,NA,NA,NA,NA,2.278,24412.275814917,NA,74.083,NA,NA,NA,NA,NA
1994,"Qatar","QAT",NA,NA,NA,NA,NA,3.661,NA,NA,74.348,NA,16.1,0.1,0.998769998550415,1.80031001567841
1994,"Romania","ROU",NA,2465.50229437063,NA,NA,NA,1.4,11446.2695270883,NA,69.509756097561,NA,27.5,0.1,1.01565003395081,0.886330008506775
1994,"Rwanda","RWA",NA,106.651737602645,NA,NA,NA,6.408,478.686455123781,NA,14.098,NA,340.6,4.4,NA,NA
1994,"Samoa","WSM",NA,NA,NA,NA,NA,4.85,3513.73113322675,NA,68.98,NA,26.2,NA,1.11217999458313,NA
1994,"San Marino","SMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA
1994,"Sao Tome and Principe","STP",NA,NA,NA,NA,NA,5.562,NA,NA,61.069,NA,107.3,2.7,NA,NA
1994,"Senegal","SEN",NA,713.305811844901,NA,NA,NA,5.915,2330.07188016831,6.5,56.955,NA,137.4,0.3,NA,NA
1994,"Serbia","SRB",NA,NA,NA,NA,NA,1.66,NA,NA,71.2506585365854,NA,21.4,0.1,NA,NA
1994,"Seychelles","SYC",NA,7799.20548745599,NA,NA,NA,NA,16780.8184557133,NA,70.7292682926829,1.00650000572205,14.6,NA,1.0219099521637,NA
1994,"Sierra Leone","SLE",NA,NA,NA,NA,NA,6.557,1183.6716205144,NA,42.925,NA,251.7,1.2,NA,NA
1994,"Singapore","SGP",NA,NA,NA,NA,NA,1.71,46865.4168941878,NA,76.1975609756098,NA,5.3,0.1,NA,NA
1994,"Sint Maarten (Dutch part)","SXM",NA,NA,NA,NA,NA,2.157,NA,NA,72.338,NA,NA,NA,NA,NA
1994,"Slovak Republic","SVK",NA,NA,NA,NA,NA,1.67,12559.4618002722,NA,72.3,NA,12.5,0.1,1.02305996417999,0.985719978809357
1994,"Slovenia","SVN",NA,NA,NA,NA,NA,1.32,NA,NA,73.4048780487805,NA,7.9,0.1,1.02699995040894,1.20870995521545
1994,"Solomon Islands","SLB",NA,3030.66647830692,NA,NA,NA,5.314,2618.30629100668,NA,66.188,NA,34.3,NA,0.837909996509552,NA
1994,"Somalia","SOM",NA,NA,NA,NA,NA,7.544,NA,NA,50.327,NA,172.9,0.1,NA,NA
1994,"South Africa","ZAF",NA,3263.98134918626,NA,NA,NA,3.258,9692.53576577695,NA,62.612,NA,60.4,4,1.03219997882843,0.925679981708527
1994,"South Sudan","SSD",NA,NA,NA,NA,NA,7.989,NA,NA,44.384,NA,229,1.2,NA,NA
1994,"Sri Lanka","LKA",NA,NA,NA,NA,NA,2.343,4757.01039974847,NA,72.882,NA,20.7,0.1,1.03672003746033,0.495429992675781
1994,"St. Kitts and Nevis","KNA",NA,NA,NA,NA,NA,2.35,15777.1839944382,NA,67.294,NA,28.4,NA,NA,NA
1994,"St. Lucia","LCA",NA,NA,NA,NA,NA,3.001,11950.9933602132,NA,70.992,NA,19.9,NA,NA,NA
1994,"St. Martin (French part)","MAF",NA,NA,NA,NA,NA,2.763,NA,NA,75.654,NA,NA,NA,NA,NA
1994,"St. Vincent and the Grenadines","VCT",NA,NA,NA,NA,NA,2.74,7085.49416856889,NA,71.922,NA,22.3,NA,NA,NA
1994,"Sudan","SDN",NA,NA,NA,NA,NA,5.874,3095.87158203125,NA,56.644,NA,122.5,0.1,NA,NA
1994,"Suriname","SUR",NA,NA,NA,NA,NA,3.115,13123.2685175375,NA,65.272,NA,39.1,0.4,NA,NA
