"Country Name","Country Code","DFE","perc_tot_welfare","net_income_pc","contrac_prev","cov_social_insur","cpia_gender_rating","fertility_rate","gdp_pc_ppp","income_share_low20","life_exp_birth","literacy_rate","mortality_rate","hiv_prev","school_enrol_pri_sec","school_enrol_tert"
"Solomon Islands","SLB",0.090344057,NA,2076.36840218089,34.6,NA,3,4.88865,2300.39364034741,5,67.05085,NA,31.715,NA,0.867628178813241,NA
"Sierra Leone","SLE",0.247016284,NA,394.642617490435,5.93333333333333,NA,3,6.22255,1180.0713049974,6.6,45.81805,0.593971878290176,223.41,1.52,0.677603344122569,0.548193325599035
"El Salvador","SLV",0.360637004,30.340440670873,2823.73468042631,63.2,6.79670854419191,NA,3.098,6396.53305695272,3.56,68.3395,1.00488272580234,36.465,0.43,0.973479998111725,1.08630466063817
"Somalia","SOM",4.603689341,NA,NA,11.25,NA,NA,7.52755,NA,NA,48.12065,NA,172.51,0.21,0.53710001707077,NA
"Serbia","SRB",0.010660574,48.476380529114,4220.45144160809,50,55.1548617417008,3.75,1.5372,10755.2723494904,NA,71.9234902439024,0.999230027198792,15.045,0.1,1.01672455397519,1.2190588845147
"Suriname","SUR",0.339835427,NA,NA,43.85,NA,NA,2.9287,14164.6664730793,NA,66.04775,0.992694973945615,32.91,0.88,1.10338181799108,1.27556002140045
"Slovak Republic","SVK",0.044927135,46.4100247759172,8266.9533718578,NA,49.7154774112668,NA,1.472,17244.0983509332,9,73.0489512195122,NA,10.345,0.1,1.01143589440514,1.14030294909197
"Slovenia","SVN",0,NA,14256.8335951536,78.9,NA,NA,1.313,28316.2270676983,9.95,75.6351829268293,1.00071001052856,6.09,0.1,1.01019705393735,1.2562519967556
"Sweden","SWE",0,NA,34699.2952200804,NA,NA,NA,1.781,39603.2295625918,9.19166666666667,79.505756097561,NA,4.45,NA,1.06743099093437,1.28162749409676
"Eswatini","SWZ",9.226586308,NA,2105.39350829433,39.2,NA,NA,4.14795,5622.70559512755,3.66666666666667,50.4214,1.0375862121582,97.635,18.235,0.937272722070867,0.899688173424113
"Seychelles","SYC",0.078021324,NA,8253.02950298188,NA,NA,NA,2.16471428571429,19176.0587803266,NA,71.7225609756098,1.0062900185585,14.36,NA,1.0323255625036,NA
"Syrian Arab Republic","SYR",0.507772234,67.6289922976003,NA,49.6,8.19379853906782,NA,4.23285,NA,6.85,71.42925,0.955289989709854,25.245,0.1,0.922603008151054,0.792135719742094
"Chad","TCD",2.714641025,NA,480.216380589534,7.7,NA,2.5,7.21275,1168.46738632518,6.3,47.41395,0.443700005610784,184.4,1.895,0.551958236624213,0.147788000851869
"Togo","TGO",0.508477885,NA,485.506137307932,21.8666666666667,NA,3,5.4153,1674.63169987101,6.1,55.03775,0.803273320198059,121.03,2.77,0.668876260519028,0.157461252063513
"Thailand","THA",3.751098955,34.7318710872754,NA,75.6333333333333,2.07759980746175,NA,1.74895,10457.9040177998,6.16153846153846,72.71105,0.996995002031326,23.65,1.795,0.999230905012651,1.1386483212312
"Tajikistan","TJK",5.37808587,NA,974.641635324909,36.3,NA,3.7,4.13425,1903.15529760529,7.96,62.5924,1.00004994869232,83.06,0.1,0.890398177233609,0.447028184478933
"Turkmenistan","TKM",0.000475378,NA,NA,54.9,NA,NA,3.15695,5290.86850715005,6.1,65.0587,1.00052499771118,66.655,NA,NA,NA
"Timor-Leste","TLS",0.025120381,NA,NA,18.7,NA,3.375,5.79075,2407.00376458144,8.4,54.58925,0.959426939487457,117.76,0.1,0.936017498373985,0.914179980754852
"Trinidad and Tobago","TTO",0.000817749,NA,NA,40.35,NA,NA,1.8656,17340.8964860537,5.5,69.8066,0.999799996614456,27.575,1.02,1.01448800563812,1.1229555606842
"Tunisia","TUN",0.098450336,NA,1619.6349309276,62.075,NA,NA,2.3836,7615.5441426679,6,73.18295,0.966039995352427,33.67,0.1,0.962768828167635,0.995605993270874
"Turkiye","TUR",0.136563067,42.0867165454597,NA,68.54,31.8836188777119,NA,2.5611,15396.6079750303,NA,71.4106,0.951796660820643,42.06,NA,0.836023333999846,0.675405548678504
"Tanzania","TZA",1.495863574,NA,445.765399169922,21.5333333333333,NA,3.8,5.7523,1469.52138061524,6.7,53.3925,0.94173002243042,127.605,6.475,0.977405718394688,0.285492501221597
"Uganda","UGA",0.85120347,NA,396.710977226695,20.25,NA,3.5,6.7476,1274.66908924594,6.13333333333333,49.53475,0.877776662508647,139.83,7.855,0.865081657965978,0.538974998518825
"Ukraine","UKR",0.269239354,46.2263969964312,1235.47888183594,67.85,50.7400935062883,NA,1.35755,10440.6129882812,8.625,68.1708780487805,1.00057995319366,17.32,0.555,1.001221542175,1.17390538178957
"Uruguay","URY",0.264742967,44.4296138336371,9925.57243982229,77,36.6442684780766,NA,2.22925,14197.5238945005,5.02666666666667,74.9425,1.00713803768158,17.495,0.26,1.05353071434157,1.4485788875156
"United States","USA",0.214155723,NA,39215.8455890514,74.68,NA,NA,2.03535,48153.9580314275,5.38,76.650243902439,NA,8.865,NA,1.0008187443018,1.23078889316983
"Uzbekistan","UZB",0.123694001,NA,NA,63.85,NA,3.8,2.9998,3315.70145872071,6.675,66.19025,1.00040996074677,56.72,0.1,0.986495561069912,0.771616355939345
"St. Vincent and the Grenadines","VCT",0.00923654,NA,NA,NA,NA,4.2,2.40525,9027.69184277822,NA,72.61225,NA,22.075,NA,1.02091702222824,1.55254995822906
"Venezuela, RB","VEN",0.155204204,NA,NA,64.15,10.2412145944695,NA,2.89245,NA,3.74,72.26095,1.01103454286402,22.595,0.345,1.03776500054768,1.21624001860619
"Viet Nam","VNM",1.599361681,31.0870756020609,1007.1012659901,75.0416666666667,17.1598824549761,4.5,2.3975,3778.55343631767,7.51666666666667,72.024,0.990926663080851,33.415,0.21,0.939800024032593,0.811919998038899
"Vanuatu","VUT",0.10570389,NA,2177.46466997629,38.4,NA,3.3,4.5181,2829.69761330984,NA,68.608,0.987589985132217,30.045,NA,0.962078571319579,0.560676654179891
"Samoa","WSM",0,18.6510400063547,NA,28.7,33.6380676663692,3.7,4.60725,4398.27531609681,6.35,70.2661,0.998279988765717,23.12,NA,1.06756800015767,0.946986675262452
"Yemen, Rep.","YEM",0.099410699,13.7422001190416,NA,20.325,10.2741973297215,2.2,6.59935,NA,7.5,62.68785,0.539960011839867,94.65,0.1,0.605648333827654,0.330867001414299
"South Africa","ZAF",1.805650562,38.8995400976733,3831.98544467015,58.1,2.80816295011588,NA,2.8113,11023.855853236,2.8,58.7948,1.00939333438873,68.09,9.545,1.01839733123779,0.860026001930237
"Zambia","ZMB",4.199676744,NA,NA,27.35,NA,3.5,5.9764,2269.67007992636,3.68571428571429,47.95635,0.89274001121521,145.05,13.325,NA,0.445424988865852
